"","runNum","OTUId","waterperc","barkthick","Fe","Ca","density","P","K","Mn","Zn","N","C"
"1","runNum1","ITSall_OTUa_401",1.40283967573564,0.165888030005276,0.800265634639787,0.612685909386183,0.861873830527381,0.0496424511938578,-0.791829140183848,0.03794720853417,0.599538076760964,-0.228912080147727,0.183357722412208
"2","runNum1","ITSall_OTUa_4465",-3.02593387673164,2.80797856297795,-0.130655750800547,0.0354074318512535,-2.27999194891497,0.200191285094179,-0.404857431943373,1.08378238169132,-0.671875136800161,-2.21173043720276,-0.161229502356915
"3","runNum1","ITSall_OTUa_9211",0.0450313112797123,-2.68397257483522,-0.580456625292127,-0.451283704886789,-0.23964609516028,1.32861836951572,1.23296547829592,0.304658151093568,-0.0697932003834477,1.1910695747824,1.4567931998264
"4","runNum1","ITSall_OTUa_7022",0.807649733390863,1.84607585408879,1.11173782919572,1.76665249719479,-0.218019388227815,-0.0853751629436492,-1.4638281934008,0.062614157564638,-0.0933322563367489,-1.15789435970655,0.149110206549309
"5","runNum1","ITSall_OTUa_7145",-2.69109945010548,-1.92669794078052,-0.580140876843805,1.61389095212193,-0.864197973299321,0.0358241593686454,0.625978583246549,-0.544368656668335,0.972086311107715,-3.87423149411025,0.892233809688612
"6","runNum1","ITSall_OTUa_7084",-3.22735260081736,-0.00333993082162524,-0.811083115938182,-1.00916331295025,-3.04439679800977,1.20898890555833,-0.746495371164039,2.18151517652731,-2.72391471406818,-0.452924210255779,-0.215855179704854
"7","runNum1","ITSall_OTUa_6850",-1.25246889442744,-0.859643604591303,-2.17932723489564,-2.35514673494032,0.158136433459647,-1.31806483408513,0.938789871358129,-0.0938081242960834,2.21844244965878,2.64860609590722,-1.67733126022691
"8","runNum1","ITSall_OTUa_5756",-1.07781719347857,1.5281009119766,-0.196752512594675,0.852891682624626,-0.46144266650018,-0.377966443122568,0.137699154231117,0.605354531204599,-0.162112884213396,-0.686978781516274,-0.00420907818323508
"9","runNum1","ITSall_OTUa_5702",-0.00713605859127581,-0.280034396073507,-1.78973272482132,-1.27638661554212,-0.943483528444994,-0.529607178654111,-2.24234657825758,-0.487379793534755,-0.201954181773791,1.76478990165702,-1.14635841888081
"10","runNum1","ITSall_OTUa_5547",0.823575617635462,3.12348170012341,-1.54315580858117,-0.711044657632253,-1.08342362520178,0.113479078860629,-2.29749717692057,1.33752999279742,-1.65065774066182,-0.346377907742903,-2.78072731561973
"11","runNum1","ITSall_OTUa_5566",2.26006354994558,-2.22772402934151,3.31805079293688,-2.52014291846549,1.04526207982426,-2.69357404392592,0.125676762574928,-1.13214490845338,1.54925554710141,0.531345973013465,-0.484345523851016
"12","runNum1","ITSall_OTUa_6319",1.50401755562193,0.517268247939709,1.67204640090536,1.52665839962477,0.79396214385506,0.140831086731778,-0.819868608489709,-0.387259148308151,-0.00136951281602709,-0.775485302823772,0.660817872675131
"13","runNum1","ITSall_OTUa_6382",0.526805953185842,-0.0307140512736512,0.88708151059006,0.0486036401360673,0.877727318719115,0.0762193190722016,0.26720807041783,-0.249024869810276,0.385312677647114,-0.900897025426373,0.377898925949341
"14","runNum1","ITSall_OTUa_6577",0.660606210940355,-1.94685472967072,0.0148262708508235,0.442547893356763,-1.18328883161685,-0.520276973808648,-3.27935828234537,-0.00335224803784681,0.0757283554038306,-1.52564505451438,0.707071928846216
"15","runNum1","ITSall_OTUa_6490",3.01759281918715,-2.92810136003681,-0.368169373916342,1.3959302976939,5.16123396482109,-0.940793399975682,0.667546091483212,-0.61757934710662,1.88944616187346,0.848634379301066,1.28343805537121
"16","runNum1","ITSall_OTUa_9575",-6.3796083619811,2.13154033542832,1.17585226960939,-0.273876288784647,-2.97682119652985,-0.965336073966305,0.38822970655592,-0.0724901045751138,0.76479036994551,-1.55508317913711,-2.02635544034109
"17","runNum1","ITSall_OTUa_9644",0.186869847630791,0.500772738250305,-0.683670598265509,-0.0779280609458445,2.57240105238872,2.17339247662899,-3.60111423328449,-0.643155444843616,-0.807773552067653,1.26859577767155,-2.57234289388407
"18","runNum1","ITSall_OTUa_9254",0.804832971112317,0.57485926933951,-0.244275901614847,1.27215405845357,0.632770246932727,-0.962363955937418,-0.666413177862874,-0.13007360471397,-0.102854664188031,-0.284198058814355,0.535463674883685
"19","runNum1","ITSall_OTUa_10202",0.611121265079939,-2.36581650510827,-0.00206161868973535,-3.5839698114319,1.65110804871727,-2.22042786327698,2.28906685135444,-0.263536621514147,1.91064932225999,0.215297329346095,1.41494560631635
