"","run","otu1","otu2","sig.residCor"
"12417","run2","ITSall_OTUa_7913","ITSall_OTUd_1277",-0.0543594252368896
"12430","run2","ITSall_OTUa_7913","ITSall_OTUd_533",-0.117960686379169
"12432","run2","ITSall_OTUa_7913","ITSall_OTUd_571",0.0705877551521854
"12436","run2","ITSall_OTUa_7913","ITSall_OTUd_168",-0.0634226411043589
"12437","run2","ITSall_OTUa_7913","ITSall_OTUd_146",-0.055614459287255
"12441","run2","ITSall_OTUa_7913","ITSall_OTUd_5",0.0399931346641692
"12442","run2","ITSall_OTUa_7913","ITSall_OTUd_9",0.0946802645809877
"12443","run2","ITSall_OTUa_7913","ITSall_OTUd_80",-0.037349627226295
"12446","run2","ITSall_OTUa_7913","ITSall_OTUd_86",0.0520403542472476
"12458","run2","ITSall_OTUa_7913","ITSall_OTUd_188",-0.0497193568916121
"12485","run2","ITSall_OTUa_8100","ITSall_OTUa_4192",-0.02974596453267
"12487","run2","ITSall_OTUa_8100","ITSall_OTUa_5220",0.155108003076556
"12488","run2","ITSall_OTUa_8100","ITSall_OTUa_5129",0.0772629211718889
"12494","run2","ITSall_OTUa_8100","ITSall_OTUa_3758",0.194971472371181
"12496","run2","ITSall_OTUa_8100","ITSall_OTUb_6068",0.142860242544005
"12499","run2","ITSall_OTUa_8100","ITSall_OTUb_6268",0.15712473649015
"12503","run2","ITSall_OTUa_8100","ITSall_OTUb_8000",0.181715718447669
"12505","run2","ITSall_OTUa_8100","ITSall_OTUb_7600",0.125806484817338
"12506","run2","ITSall_OTUa_8100","ITSall_OTUb_7634",0.0837348940196082
"12507","run2","ITSall_OTUa_8100","ITSall_OTUb_7311",0.135204542705395
"12520","run2","ITSall_OTUa_8100","ITSall_OTUc_2872",0.17998213686962
"12523","run2","ITSall_OTUa_8100","ITSall_OTUc_723",0.101692812456891
"12526","run2","ITSall_OTUa_8100","ITSall_OTUc_967",0.147193135235128
"12529","run2","ITSall_OTUa_8100","ITSall_OTUd_286",0.141542154975695
"12531","run2","ITSall_OTUa_8100","ITSall_OTUd_8215",0.135004796920429
"12532","run2","ITSall_OTUa_8100","ITSall_OTUd_5666",0.132360837107335
"12534","run2","ITSall_OTUa_8100","ITSall_OTUd_454",0.0863287619845058
"12536","run2","ITSall_OTUa_8100","ITSall_OTUd_517",0.185523965284279
"12540","run2","ITSall_OTUa_8100","ITSall_OTUd_557",0.19256184502013
"12548","run2","ITSall_OTUa_8100","ITSall_OTUd_165",0.132146293562221
"12555","run2","ITSall_OTUa_8100","ITSall_OTUd_9",0.102684293514708
"12558","run2","ITSall_OTUa_8100","ITSall_OTUd_85",0.103676209902932
"12562","run2","ITSall_OTUa_8100","ITSall_OTUd_292",0.077943301392626
"12563","run2","ITSall_OTUa_8100","ITSall_OTUd_308",0.0828260539842061
"12564","run2","ITSall_OTUa_8100","ITSall_OTUd_340",0.175507578042173
"12565","run2","ITSall_OTUa_8100","ITSall_OTUd_341",0.13928717844777
"12566","run2","ITSall_OTUa_8100","ITSall_OTUd_349",0.127377150486444
"12568","run2","ITSall_OTUa_8100","ITSall_OTUd_206",0.132868836679625
"12570","run2","ITSall_OTUa_8100","ITSall_OTUd_221",0.0790876297562277
"12572","run2","ITSall_OTUa_8100","ITSall_OTUd_254",0.149347073055082
"12576","run2","ITSall_OTUa_8100","ITSall_OTUd_721",0.132111697175386
"12577","run2","ITSall_OTUa_8100","ITSall_OTUd_872",0.190300181902558
"12606","run2","ITSall_OTUa_8664","ITSall_OTUa_3758",-0.151517017473143
"12608","run2","ITSall_OTUa_8664","ITSall_OTUb_6068",-0.151648505746549
"12618","run2","ITSall_OTUa_8664","ITSall_OTUb_7634",-0.106488552559191
"12622","run2","ITSall_OTUa_8664","ITSall_OTUb_2706",-0.119427653521595
"12660","run2","ITSall_OTUa_8664","ITSall_OTUd_165",-0.165156615367841
"12665","run2","ITSall_OTUa_8664","ITSall_OTUd_35",-0.115408383538879
"12666","run2","ITSall_OTUa_8664","ITSall_OTUd_5",-0.0498737785694574
"12667","run2","ITSall_OTUa_8664","ITSall_OTUd_9",-0.10947526530374
"12684","run2","ITSall_OTUa_8664","ITSall_OTUd_254",-0.124085139160341
"12690","run2","ITSall_OTUa_8664","ITSall_OTUd_4405",-0.16011322269313
"12706","run2","ITSall_OTUa_1901","ITSall_OTUa_4285",0.0502708817598674
"12707","run2","ITSall_OTUa_1901","ITSall_OTUa_3958",0.133109830969722
"12738","run2","ITSall_OTUa_1901","ITSall_OTUb_2893",0.0560889578001362
"12782","run2","ITSall_OTUa_1901","ITSall_OTUd_86",-0.0318695550122379
"12805","run2","ITSall_OTUa_1637","ITSall_OTUa_2610",0.166928163386643
"12820","run2","ITSall_OTUa_1637","ITSall_OTUa_5220",0.181497433813172
"12832","run2","ITSall_OTUa_1637","ITSall_OTUb_6268",0.149729408869838
"12834","run2","ITSall_OTUa_1637","ITSall_OTUb_8054",0.103725851105344
"12836","run2","ITSall_OTUa_1637","ITSall_OTUb_8000",0.193819177047909
"12837","run2","ITSall_OTUa_1637","ITSall_OTUb_7195",0.18538773006487
"12838","run2","ITSall_OTUa_1637","ITSall_OTUb_7600",0.133554085228182
"12840","run2","ITSall_OTUa_1637","ITSall_OTUb_7311",0.164425942496563
"12844","run2","ITSall_OTUa_1637","ITSall_OTUb_2612",0.161181632645196
"12846","run2","ITSall_OTUa_1637","ITSall_OTUb_2480",0.126575439971126
"12849","run2","ITSall_OTUa_1637","ITSall_OTUb_3013",0.215355099636399
"12853","run2","ITSall_OTUa_1637","ITSall_OTUc_2872",0.232481258067555
"12854","run2","ITSall_OTUa_1637","ITSall_OTUc_577",0.0764526650656351
"12856","run2","ITSall_OTUa_1637","ITSall_OTUc_723",0.0981716074696696
"12859","run2","ITSall_OTUa_1637","ITSall_OTUc_967",0.162788608800159
"12864","run2","ITSall_OTUa_1637","ITSall_OTUd_8215",0.158224522082374
"12865","run2","ITSall_OTUa_1637","ITSall_OTUd_5666",0.110791306057815
"12866","run2","ITSall_OTUa_1637","ITSall_OTUd_469",0.206294313991247
"12867","run2","ITSall_OTUa_1637","ITSall_OTUd_454",0.0840718339264459
"12869","run2","ITSall_OTUa_1637","ITSall_OTUd_517",0.151166736903293
"12871","run2","ITSall_OTUa_1637","ITSall_OTUd_419",0.154291043324449
"12873","run2","ITSall_OTUa_1637","ITSall_OTUd_557",0.180556873374957
"12874","run2","ITSall_OTUa_1637","ITSall_OTUd_526",0.102546060960579
"12876","run2","ITSall_OTUa_1637","ITSall_OTUd_533",0.207572012383926
"12877","run2","ITSall_OTUa_1637","ITSall_OTUd_596",0.0916398255803539
"12882","run2","ITSall_OTUa_1637","ITSall_OTUd_168",0.0966541994458655
"12891","run2","ITSall_OTUa_1637","ITSall_OTUd_85",0.108364827748889
"12896","run2","ITSall_OTUa_1637","ITSall_OTUd_308",0.0842916795915571
"12897","run2","ITSall_OTUa_1637","ITSall_OTUd_340",0.166032762214815
"12898","run2","ITSall_OTUa_1637","ITSall_OTUd_341",0.157140705697066
"12899","run2","ITSall_OTUa_1637","ITSall_OTUd_349",0.114058186409265
"12901","run2","ITSall_OTUa_1637","ITSall_OTUd_206",0.138925941994713
"12902","run2","ITSall_OTUa_1637","ITSall_OTUd_217",0.0850611039022604
"12903","run2","ITSall_OTUa_1637","ITSall_OTUd_221",0.0932239116337303
"12906","run2","ITSall_OTUa_1637","ITSall_OTUd_222",0.0681194403377377
"12907","run2","ITSall_OTUa_1637","ITSall_OTUd_1055",0.242090197394519
"12908","run2","ITSall_OTUa_1637","ITSall_OTUd_769",0.225488190987198
"12909","run2","ITSall_OTUa_1637","ITSall_OTUd_721",0.138343120526279
"12910","run2","ITSall_OTUa_1637","ITSall_OTUd_872",0.246892108621052
"13040","run2","ITSall_OTUa_1596","ITSall_OTUa_4710",-0.0522995856797952
"13044","run2","ITSall_OTUa_1596","ITSall_OTUa_3758",0.228716043049187
"13046","run2","ITSall_OTUa_1596","ITSall_OTUb_6068",0.188722163157372
"13060","run2","ITSall_OTUa_1596","ITSall_OTUb_2706",0.14967485717372
"13069","run2","ITSall_OTUa_1596","ITSall_OTUc_1536",-0.0478408152715117
"13104","run2","ITSall_OTUa_1596","ITSall_OTUd_5",0.0539207320610819
"13105","run2","ITSall_OTUa_1596","ITSall_OTUd_9",0.143743121640889
"13140","run2","ITSall_OTUa_2622","ITSall_OTUa_4285",0.0590346664195938
"13141","run2","ITSall_OTUa_2622","ITSall_OTUa_3958",0.167333690607961
"13172","run2","ITSall_OTUa_2622","ITSall_OTUb_2893",0.0706128952031114
"13237","run2","ITSall_OTUa_2610","ITSall_OTUa_2433",0.110120811484056
"13238","run2","ITSall_OTUa_2610","ITSall_OTUa_67",0.200685444087793
"13239","run2","ITSall_OTUa_2610","ITSall_OTUa_417",0.116950033550251
"13242","run2","ITSall_OTUa_2610","ITSall_OTUa_1484",0.110317206273596
"13246","run2","ITSall_OTUa_2610","ITSall_OTUa_4285",0.161609583896308
"13247","run2","ITSall_OTUa_2610","ITSall_OTUa_3958",0.398906035268564
"13249","run2","ITSall_OTUa_2610","ITSall_OTUa_5030",0.14734538855163
"13250","run2","ITSall_OTUa_2610","ITSall_OTUa_5220",0.388236293027382
"13254","run2","ITSall_OTUa_2610","ITSall_OTUa_3426",0.168298111604079
"13255","run2","ITSall_OTUa_2610","ITSall_OTUa_2979",0.226465691170144
"13258","run2","ITSall_OTUa_2610","ITSall_OTUa_3856",0.203254551174145
"13260","run2","ITSall_OTUa_2610","ITSall_OTUb_6617",0.158638971303148
"13261","run2","ITSall_OTUa_2610","ITSall_OTUb_6625",0.252342984234407
"13262","run2","ITSall_OTUa_2610","ITSall_OTUb_6268",0.280818657829017
"13264","run2","ITSall_OTUa_2610","ITSall_OTUb_8054",0.257232068142504
"13265","run2","ITSall_OTUa_2610","ITSall_OTUb_8287",0.373210739923871
"13266","run2","ITSall_OTUa_2610","ITSall_OTUb_8000",0.398671398802087
"13267","run2","ITSall_OTUa_2610","ITSall_OTUb_7195",0.444351533457078
"13268","run2","ITSall_OTUa_2610","ITSall_OTUb_7600",0.278342243413851
"13270","run2","ITSall_OTUa_2610","ITSall_OTUb_7311",0.340471181257031
"13274","run2","ITSall_OTUa_2610","ITSall_OTUb_2612",0.367738337667758
"13276","run2","ITSall_OTUa_2610","ITSall_OTUb_2480",0.332736063234107
"13278","run2","ITSall_OTUa_2610","ITSall_OTUb_2893",0.16280117854003
"13279","run2","ITSall_OTUa_2610","ITSall_OTUb_3013",0.477163359512508
"13281","run2","ITSall_OTUa_2610","ITSall_OTUc_2088",0.108372183155247
"13283","run2","ITSall_OTUa_2610","ITSall_OTUc_2872",0.497529066037194
"13284","run2","ITSall_OTUa_2610","ITSall_OTUc_577",0.173572623656984
"13286","run2","ITSall_OTUa_2610","ITSall_OTUc_723",0.185464423266001
"13289","run2","ITSall_OTUa_2610","ITSall_OTUc_967",0.337136586797631
"13291","run2","ITSall_OTUa_2610","ITSall_OTUd_46",0.0294973860714643
"13293","run2","ITSall_OTUa_2610","ITSall_OTUd_1277",0.158151434176808
"13294","run2","ITSall_OTUa_2610","ITSall_OTUd_8215",0.33492049745309
"13295","run2","ITSall_OTUa_2610","ITSall_OTUd_5666",0.179969351288565
"13296","run2","ITSall_OTUa_2610","ITSall_OTUd_469",0.490261397987086
"13297","run2","ITSall_OTUa_2610","ITSall_OTUd_454",0.154935589753129
"13299","run2","ITSall_OTUa_2610","ITSall_OTUd_517",0.253198328152041
"13301","run2","ITSall_OTUa_2610","ITSall_OTUd_419",0.366644822332524
"13303","run2","ITSall_OTUa_2610","ITSall_OTUd_557",0.337408712186725
"13304","run2","ITSall_OTUa_2610","ITSall_OTUd_526",0.228524404274862
"13306","run2","ITSall_OTUa_2610","ITSall_OTUd_533",0.510257772949046
"13307","run2","ITSall_OTUa_2610","ITSall_OTUd_596",0.205826728655971
"13312","run2","ITSall_OTUa_2610","ITSall_OTUd_168",0.255806713583802
"13313","run2","ITSall_OTUa_2610","ITSall_OTUd_146",0.196813192097593
"13314","run2","ITSall_OTUa_2610","ITSall_OTUd_148",0.122880506692315
"13319","run2","ITSall_OTUa_2610","ITSall_OTUd_80",0.131145467898342
"13321","run2","ITSall_OTUa_2610","ITSall_OTUd_85",0.20922132559517
"13326","run2","ITSall_OTUa_2610","ITSall_OTUd_308",0.169476129139101
"13327","run2","ITSall_OTUa_2610","ITSall_OTUd_340",0.309927181044337
"13328","run2","ITSall_OTUa_2610","ITSall_OTUd_341",0.337543551338974
"13329","run2","ITSall_OTUa_2610","ITSall_OTUd_349",0.210442308228509
"13331","run2","ITSall_OTUa_2610","ITSall_OTUd_206",0.287151524947097
"13332","run2","ITSall_OTUa_2610","ITSall_OTUd_217",0.19107896242907
"13333","run2","ITSall_OTUa_2610","ITSall_OTUd_221",0.186359024759322
"13334","run2","ITSall_OTUa_2610","ITSall_OTUd_188",0.164442799885263
"13336","run2","ITSall_OTUa_2610","ITSall_OTUd_222",0.164487560867132
"13337","run2","ITSall_OTUa_2610","ITSall_OTUd_1055",0.554749333904306
"13338","run2","ITSall_OTUa_2610","ITSall_OTUd_769",0.511537432658875
"13339","run2","ITSall_OTUa_2610","ITSall_OTUd_721",0.275169341445456
"13340","run2","ITSall_OTUa_2610","ITSall_OTUd_872",0.557184246756861
"13447","run2","ITSall_OTUa_2433","ITSall_OTUa_67",0.058450151573012
"13456","run2","ITSall_OTUa_2433","ITSall_OTUa_3958",0.136659054498452
"13458","run2","ITSall_OTUa_2433","ITSall_OTUa_5030",0.0456010513447126
"13463","run2","ITSall_OTUa_2433","ITSall_OTUa_3426",0.0519129378945274
"13467","run2","ITSall_OTUa_2433","ITSall_OTUa_3856",0.0661301703509473
"13469","run2","ITSall_OTUa_2433","ITSall_OTUb_6617",0.0497027587773877
"13470","run2","ITSall_OTUa_2433","ITSall_OTUb_6625",0.0715854412907281
"13473","run2","ITSall_OTUa_2433","ITSall_OTUb_8054",0.0731816679962867
"13474","run2","ITSall_OTUa_2433","ITSall_OTUb_8287",0.105529152100523
"13476","run2","ITSall_OTUa_2433","ITSall_OTUb_7195",0.124819949919169
"13483","run2","ITSall_OTUa_2433","ITSall_OTUb_2612",0.0989308853131294
"13485","run2","ITSall_OTUa_2433","ITSall_OTUb_2480",0.0943093679933759
"13502","run2","ITSall_OTUa_2433","ITSall_OTUd_1277",0.054672179867832
"13505","run2","ITSall_OTUa_2433","ITSall_OTUd_469",0.130169875912664
"13510","run2","ITSall_OTUa_2433","ITSall_OTUd_419",0.0965891251638498
"13515","run2","ITSall_OTUa_2433","ITSall_OTUd_533",0.139599534474802
"13521","run2","ITSall_OTUa_2433","ITSall_OTUd_168",0.0725117498001475
"13522","run2","ITSall_OTUa_2433","ITSall_OTUd_146",0.0584254004117583
"13528","run2","ITSall_OTUa_2433","ITSall_OTUd_80",0.0370415169809929
"13543","run2","ITSall_OTUa_2433","ITSall_OTUd_188",0.0522499486581055
"13546","run2","ITSall_OTUa_2433","ITSall_OTUd_1055",0.149793031452301
"13547","run2","ITSall_OTUa_2433","ITSall_OTUd_769",0.132281433050265
"13549","run2","ITSall_OTUa_2433","ITSall_OTUd_872",0.14929686603
"13558","run2","ITSall_OTUa_67","ITSall_OTUa_4285",0.0829754366616912
"13559","run2","ITSall_OTUa_67","ITSall_OTUa_3958",0.212941577922923
"13561","run2","ITSall_OTUa_67","ITSall_OTUa_5030",0.0744340901841445
"13562","run2","ITSall_OTUa_67","ITSall_OTUa_5220",0.194714692632728
"13564","run2","ITSall_OTUa_67","ITSall_OTUa_5154",0.0637850028806034
"13566","run2","ITSall_OTUa_67","ITSall_OTUa_3426",0.0882467303632966
"13567","run2","ITSall_OTUa_67","ITSall_OTUa_2979",0.130317791077251
"13570","run2","ITSall_OTUa_67","ITSall_OTUa_3856",0.108637487340707
"13572","run2","ITSall_OTUa_67","ITSall_OTUb_6617",0.0871239193036938
"13573","run2","ITSall_OTUa_67","ITSall_OTUb_6625",0.128981532416296
"13576","run2","ITSall_OTUa_67","ITSall_OTUb_8054",0.138590829070387
"13577","run2","ITSall_OTUa_67","ITSall_OTUb_8287",0.190383946600898
"13579","run2","ITSall_OTUa_67","ITSall_OTUb_7195",0.231466781356679
"13586","run2","ITSall_OTUa_67","ITSall_OTUb_2612",0.191335639849453
"13588","run2","ITSall_OTUa_67","ITSall_OTUb_2480",0.17231219903818
"13590","run2","ITSall_OTUa_67","ITSall_OTUb_2893",0.0969068443271559
"13591","run2","ITSall_OTUa_67","ITSall_OTUb_3013",0.237436949213074
"13596","run2","ITSall_OTUa_67","ITSall_OTUc_577",0.0861909234856229
"13605","run2","ITSall_OTUa_67","ITSall_OTUd_1277",0.0869975004339708
"13608","run2","ITSall_OTUa_67","ITSall_OTUd_469",0.242711459380976
"13613","run2","ITSall_OTUa_67","ITSall_OTUd_419",0.190888362315766
"13618","run2","ITSall_OTUa_67","ITSall_OTUd_533",0.253602941615032
"13624","run2","ITSall_OTUa_67","ITSall_OTUd_168",0.126468771662757
"13625","run2","ITSall_OTUa_67","ITSall_OTUd_146",0.0976142365215459
"13631","run2","ITSall_OTUa_67","ITSall_OTUd_80",0.0677819634708949
"13646","run2","ITSall_OTUa_67","ITSall_OTUd_188",0.0912673551328917
"13648","run2","ITSall_OTUa_67","ITSall_OTUd_222",0.0806455234685656
"13649","run2","ITSall_OTUa_67","ITSall_OTUd_1055",0.274957842024467
"13650","run2","ITSall_OTUa_67","ITSall_OTUd_769",0.256230621449321
"13652","run2","ITSall_OTUa_67","ITSall_OTUd_872",0.280776752465591
"13655","run2","ITSall_OTUa_417","ITSall_OTUa_1443",0.0620209463625476
"13660","run2","ITSall_OTUa_417","ITSall_OTUa_4285",0.0821686329626732
"13661","run2","ITSall_OTUa_417","ITSall_OTUa_3958",0.206881268014746
"13663","run2","ITSall_OTUa_417","ITSall_OTUa_5030",0.0448419183524127
"13667","run2","ITSall_OTUa_417","ITSall_OTUa_4710",0.0521310135909344
"13668","run2","ITSall_OTUa_417","ITSall_OTUa_3426",0.0656621205109134
"13672","run2","ITSall_OTUa_417","ITSall_OTUa_3856",0.0778965611866557
"13674","run2","ITSall_OTUa_417","ITSall_OTUb_6617",0.070443298484799
"13675","run2","ITSall_OTUa_417","ITSall_OTUb_6625",0.0946473013516052
"13678","run2","ITSall_OTUa_417","ITSall_OTUb_8054",0.0820895889471803
"13679","run2","ITSall_OTUa_417","ITSall_OTUb_8287",0.137658574807657
"13681","run2","ITSall_OTUa_417","ITSall_OTUb_7195",0.126851301641852
"13690","run2","ITSall_OTUa_417","ITSall_OTUb_2480",0.116331608817962
"13692","run2","ITSall_OTUa_417","ITSall_OTUb_2893",0.0914148035766944
"13696","run2","ITSall_OTUa_417","ITSall_OTUc_1536",0.0406679422282663
"13707","run2","ITSall_OTUa_417","ITSall_OTUd_1277",0.0689579590683579
"13710","run2","ITSall_OTUa_417","ITSall_OTUd_469",0.131893403641997
"13720","run2","ITSall_OTUa_417","ITSall_OTUd_533",0.165977762093538
"13726","run2","ITSall_OTUa_417","ITSall_OTUd_168",0.0886580999607251
"13727","run2","ITSall_OTUa_417","ITSall_OTUd_146",0.0758149198209577
"13729","run2","ITSall_OTUa_417","ITSall_OTUd_154",-0.0531005131186616
"13733","run2","ITSall_OTUa_417","ITSall_OTUd_80",0.0484083290284704
"13736","run2","ITSall_OTUa_417","ITSall_OTUd_86",-0.0469793057396018
"13748","run2","ITSall_OTUa_417","ITSall_OTUd_188",0.0702091543761433
"13751","run2","ITSall_OTUa_417","ITSall_OTUd_1055",0.140535077315279
"13861","run2","ITSall_OTUa_1443","ITSall_OTUa_4285",0.0941819537952715
"13862","run2","ITSall_OTUa_1443","ITSall_OTUa_3958",0.240273120110017
"13868","run2","ITSall_OTUa_1443","ITSall_OTUa_4710",0.0590708247706898
"13873","run2","ITSall_OTUa_1443","ITSall_OTUa_3856",0.0752988653066212
"13875","run2","ITSall_OTUa_1443","ITSall_OTUb_6617",0.0653192269756026
"13880","run2","ITSall_OTUa_1443","ITSall_OTUb_8287",0.134922429772757
"13893","run2","ITSall_OTUa_1443","ITSall_OTUb_2893",0.0942413148080291
"13897","run2","ITSall_OTUa_1443","ITSall_OTUc_1536",0.0482138974777388
"13908","run2","ITSall_OTUa_1443","ITSall_OTUd_1277",0.0699270604855122
"13960","run2","ITSall_OTUa_1484","ITSall_OTUa_4285",0.060409649707243
"13961","run2","ITSall_OTUa_1484","ITSall_OTUa_3958",0.148217843183768
"13969","run2","ITSall_OTUa_1484","ITSall_OTUa_2979",0.0724781525910111
"13972","run2","ITSall_OTUa_1484","ITSall_OTUa_3856",0.0644434452904467
"13974","run2","ITSall_OTUa_1484","ITSall_OTUb_6617",0.0534394258923029
"13975","run2","ITSall_OTUa_1484","ITSall_OTUb_6625",0.0776142593274565
"13978","run2","ITSall_OTUa_1484","ITSall_OTUb_8054",0.0765954536176452
"13979","run2","ITSall_OTUa_1484","ITSall_OTUb_8287",0.112106547263437
"13981","run2","ITSall_OTUa_1484","ITSall_OTUb_7195",0.118124058500744
"13990","run2","ITSall_OTUa_1484","ITSall_OTUb_2480",0.0971470789693976
"13998","run2","ITSall_OTUa_1484","ITSall_OTUc_577",0.0406252536857101
"14015","run2","ITSall_OTUa_1484","ITSall_OTUd_419",0.0915742806057845
"14020","run2","ITSall_OTUa_1484","ITSall_OTUd_533",0.148216159759763
"14026","run2","ITSall_OTUa_1484","ITSall_OTUd_168",0.0717977185202789
"14027","run2","ITSall_OTUa_1484","ITSall_OTUd_146",0.0596185950480892
"14048","run2","ITSall_OTUa_1484","ITSall_OTUd_188",0.054384452487391
"14051","run2","ITSall_OTUa_1484","ITSall_OTUd_1055",0.143242493736345
"14052","run2","ITSall_OTUa_1484","ITSall_OTUd_769",0.123795973117524
"14262","run2","ITSall_OTUa_1053","ITSall_OTUa_3758",-0.112765856265179
"14264","run2","ITSall_OTUa_1053","ITSall_OTUb_6068",-0.095929883085369
"14278","run2","ITSall_OTUa_1053","ITSall_OTUb_2706",-0.0852464997432753
"14323","run2","ITSall_OTUa_1053","ITSall_OTUd_9",-0.0748502964426288
"14340","run2","ITSall_OTUa_1053","ITSall_OTUd_254",-0.0889393675948738
"14346","run2","ITSall_OTUa_1053","ITSall_OTUd_4405",-0.0849828740468686
"14347","run2","ITSall_OTUa_4285","ITSall_OTUa_3958",0.284387868112613
"14349","run2","ITSall_OTUa_4285","ITSall_OTUa_5030",0.0651071118826305
"14353","run2","ITSall_OTUa_4285","ITSall_OTUa_4710",0.0677268305909972
"14354","run2","ITSall_OTUa_4285","ITSall_OTUa_3426",0.0863544930833222
"14355","run2","ITSall_OTUa_4285","ITSall_OTUa_2979",0.117957540755868
"14357","run2","ITSall_OTUa_4285","ITSall_OTUa_3758",-0.112996231643793
"14358","run2","ITSall_OTUa_4285","ITSall_OTUa_3856",0.106165176099089
"14359","run2","ITSall_OTUa_4285","ITSall_OTUb_6068",-0.114654285067331
"14360","run2","ITSall_OTUa_4285","ITSall_OTUb_6617",0.0898035478032303
"14361","run2","ITSall_OTUa_4285","ITSall_OTUb_6625",0.131740183787013
"14364","run2","ITSall_OTUa_4285","ITSall_OTUb_8054",0.109626511196924
"14365","run2","ITSall_OTUa_4285","ITSall_OTUb_8287",0.187307068970062
"14367","run2","ITSall_OTUa_4285","ITSall_OTUb_7195",0.177707029126853
"14369","run2","ITSall_OTUa_4285","ITSall_OTUb_7634",-0.0789123567988906
"14373","run2","ITSall_OTUa_4285","ITSall_OTUb_2706",-0.0994435777534447
"14374","run2","ITSall_OTUa_4285","ITSall_OTUb_2612",0.123469319877405
"14376","run2","ITSall_OTUa_4285","ITSall_OTUb_2480",0.165287008208999
"14378","run2","ITSall_OTUa_4285","ITSall_OTUb_2893",0.128875136771126
"14382","run2","ITSall_OTUa_4285","ITSall_OTUc_1536",0.054632733288758
"14393","run2","ITSall_OTUa_4285","ITSall_OTUd_1277",0.100588864325425
"14396","run2","ITSall_OTUa_4285","ITSall_OTUd_469",0.186732911582199
"14401","run2","ITSall_OTUa_4285","ITSall_OTUd_419",0.128879016561974
"14405","run2","ITSall_OTUa_4285","ITSall_OTUd_529",0.101725014377444
"14406","run2","ITSall_OTUa_4285","ITSall_OTUd_533",0.225048465921076
"14408","run2","ITSall_OTUa_4285","ITSall_OTUd_571",-0.0850779368159856
"14411","run2","ITSall_OTUa_4285","ITSall_OTUd_165",-0.110280837417837
"14412","run2","ITSall_OTUa_4285","ITSall_OTUd_168",0.112126065179412
"14413","run2","ITSall_OTUa_4285","ITSall_OTUd_146",0.109607920057985
"14415","run2","ITSall_OTUa_4285","ITSall_OTUd_154",-0.0793238072795414
"14417","run2","ITSall_OTUa_4285","ITSall_OTUd_5",-0.0354493551132247
"14419","run2","ITSall_OTUa_4285","ITSall_OTUd_80",0.0699578345487391
"14422","run2","ITSall_OTUa_4285","ITSall_OTUd_86",-0.0639260424555628
"14434","run2","ITSall_OTUa_4285","ITSall_OTUd_188",0.093605712476643
"14437","run2","ITSall_OTUa_4285","ITSall_OTUd_1055",0.197549151520426
"14440","run2","ITSall_OTUa_4285","ITSall_OTUd_872",0.170259838026759
"14441","run2","ITSall_OTUa_4285","ITSall_OTUd_4405",-0.11986044105101
"14443","run2","ITSall_OTUa_3958","ITSall_OTUa_5030",0.158495718292255
"14444","run2","ITSall_OTUa_3958","ITSall_OTUa_5220",0.226726444009602
"14447","run2","ITSall_OTUa_3958","ITSall_OTUa_4710",0.173891464827296
"14448","run2","ITSall_OTUa_3958","ITSall_OTUa_3426",0.217965256163475
"14449","run2","ITSall_OTUa_3958","ITSall_OTUa_2979",0.285228533257851
"14450","run2","ITSall_OTUa_3958","ITSall_OTUa_3123",0.138694642355837
"14451","run2","ITSall_OTUa_3958","ITSall_OTUa_3758",-0.321568020384982
"14452","run2","ITSall_OTUa_3958","ITSall_OTUa_3856",0.275031688466861
"14453","run2","ITSall_OTUa_3958","ITSall_OTUb_6068",-0.325046778495319
"14454","run2","ITSall_OTUa_3958","ITSall_OTUb_6617",0.235688370726644
"14455","run2","ITSall_OTUa_3958","ITSall_OTUb_6625",0.326278865397753
"14458","run2","ITSall_OTUa_3958","ITSall_OTUb_8054",0.275911526406851
"14459","run2","ITSall_OTUa_3958","ITSall_OTUb_8287",0.498361153391921
"14461","run2","ITSall_OTUa_3958","ITSall_OTUb_7195",0.441749563987369
"14463","run2","ITSall_OTUa_3958","ITSall_OTUb_7634",-0.216577264644041
"14467","run2","ITSall_OTUa_3958","ITSall_OTUb_2706",-0.269857114813973
"14468","run2","ITSall_OTUa_3958","ITSall_OTUb_2612",0.310544050040887
"14470","run2","ITSall_OTUa_3958","ITSall_OTUb_2480",0.403096106692413
"14472","run2","ITSall_OTUa_3958","ITSall_OTUb_2893",0.311292950487162
"14473","run2","ITSall_OTUa_3958","ITSall_OTUb_3013",0.338972013459733
"14476","run2","ITSall_OTUa_3958","ITSall_OTUc_1536",0.146912898857567
"14477","run2","ITSall_OTUa_3958","ITSall_OTUc_2872",0.351184674903924
"14482","run2","ITSall_OTUa_3958","ITSall_OTUc_6",0.188497059159658
"14487","run2","ITSall_OTUa_3958","ITSall_OTUd_1277",0.241487683399688
"14490","run2","ITSall_OTUa_3958","ITSall_OTUd_469",0.466748382824495
"14495","run2","ITSall_OTUa_3958","ITSall_OTUd_419",0.325113575889516
"14499","run2","ITSall_OTUa_3958","ITSall_OTUd_529",0.267446142534579
"14500","run2","ITSall_OTUa_3958","ITSall_OTUd_533",0.579241875654476
"14502","run2","ITSall_OTUa_3958","ITSall_OTUd_571",-0.220757101003808
"14505","run2","ITSall_OTUa_3958","ITSall_OTUd_165",-0.332605811314544
"14506","run2","ITSall_OTUa_3958","ITSall_OTUd_168",0.299725173964338
