"","code","community","mean","se","n","upper","lower","k","t50","ne.aic","ne.r2","mean.k","lower.k","upper.k","alpha","beta","w.t50","w.aic","w.r2","mean1.beta","lower1.beta","upper1.beta","mean2.alpha","lower2.alpha","upper2.alpha","Binomial","species","size"
"11","ACPA","all",181.333333333333,21.6204635575754,3,202.953796890909,159.712869775758,0.118484583539031,5.8502,-241.990133422477,0.89970515356633,0.11728638356876,0.0998801893088438,0.133326385097956,1.74870891482734,5.78979400249511,4.6951,-306.237427002053,0.957633985812428,5.82619793114027,5.36442587524438,6.35266246953877,1.76033564926297,1.51911333444193,2.05977683329973,"Acacia parramattensis","acpa","large"
"12","ACPA","basid",19.3333333333333,2.84800124843918,3,22.1813345817725,16.4853320848942,0.118484583539031,5.8502,-241.990133422477,0.89970515356633,0.11728638356876,0.0998801893088438,0.133326385097956,1.74870891482734,5.78979400249511,4.6951,-306.237427002053,0.957633985812428,5.82619793114027,5.36442587524438,6.35266246953877,1.76033564926297,1.51911333444193,2.05977683329973,"Acacia parramattensis","acpa","large"
"13","ACPA","oo",0,0,3,0,0,0.118484583539031,5.8502,-241.990133422477,0.89970515356633,0.11728638356876,0.0998801893088438,0.133326385097956,1.74870891482734,5.78979400249511,4.6951,-306.237427002053,0.957633985812428,5.82619793114027,5.36442587524438,6.35266246953877,1.76033564926297,1.51911333444193,2.05977683329973,"Acacia parramattensis","acpa","large"
"14","ACPA","patho",10.6666666666667,0.333333333333333,3,11,10.3333333333333,0.118484583539031,5.8502,-241.990133422477,0.89970515356633,0.11728638356876,0.0998801893088438,0.133326385097956,1.74870891482734,5.78979400249511,4.6951,-306.237427002053,0.957633985812428,5.82619793114027,5.36442587524438,6.35266246953877,1.76033564926297,1.51911333444193,2.05977683329973,"Acacia parramattensis","acpa","large"
"15","ACPA","sapro",7.33333333333333,0.666666666666667,3,8,6.66666666666667,0.118484583539031,5.8502,-241.990133422477,0.89970515356633,0.11728638356876,0.0998801893088438,0.133326385097956,1.74870891482734,5.78979400249511,4.6951,-306.237427002053,0.957633985812428,5.82619793114027,5.36442587524438,6.35266246953877,1.76033564926297,1.51911333444193,2.05977683329973,"Acacia parramattensis","acpa","large"
"16","alli","all",113.333333333333,23.6807469852152,3,137.014080318549,89.6525863481181,0.152930551018692,4.5325,-136.138971266908,0.82110114559145,0.153036577933239,0.126374273834659,0.181351970023052,1.24066096354277,5.69726021855712,4.2401,-137.12837501858,0.829354627592327,5.81604762612567,4.65646133565581,7.56689174310559,1.27326827532528,0.953538129253589,1.64676978666966,"Allocasuarina littoralis","alli","small"
"17","alli","basid",14.3333333333333,1.45296631451356,3,15.7862996478469,12.8803670188198,0.152930551018692,4.5325,-136.138971266908,0.82110114559145,0.153036577933239,0.126374273834659,0.181351970023052,1.24066096354277,5.69726021855712,4.2401,-137.12837501858,0.829354627592327,5.81604762612567,4.65646133565581,7.56689174310559,1.27326827532528,0.953538129253589,1.64676978666966,"Allocasuarina littoralis","alli","small"
"18","alli","oo",0,0,3,0,0,0.152930551018692,4.5325,-136.138971266908,0.82110114559145,0.153036577933239,0.126374273834659,0.181351970023052,1.24066096354277,5.69726021855712,4.2401,-137.12837501858,0.829354627592327,5.81604762612567,4.65646133565581,7.56689174310559,1.27326827532528,0.953538129253589,1.64676978666966,"Allocasuarina littoralis","alli","small"
"19","alli","patho",3.66666666666667,0.333333333333333,3,4,3.33333333333333,0.152930551018692,4.5325,-136.138971266908,0.82110114559145,0.153036577933239,0.126374273834659,0.181351970023052,1.24066096354277,5.69726021855712,4.2401,-137.12837501858,0.829354627592327,5.81604762612567,4.65646133565581,7.56689174310559,1.27326827532528,0.953538129253589,1.64676978666966,"Allocasuarina littoralis","alli","small"
"20","alli","sapro",6.33333333333333,0.333333333333333,3,6.66666666666667,6,0.152930551018692,4.5325,-136.138971266908,0.82110114559145,0.153036577933239,0.126374273834659,0.181351970023052,1.24066096354277,5.69726021855712,4.2401,-137.12837501858,0.829354627592327,5.81604762612567,4.65646133565581,7.56689174310559,1.27326827532528,0.953538129253589,1.64676978666966,"Allocasuarina littoralis","alli","small"
"21","ALLI","all",216.666666666667,8.41295297608264,3,225.079619642749,208.253713690584,0.15525323536136,4.4647,-154.352669555819,0.821914525122625,0.154827254485397,0.125424121483913,0.1858057444566,1.57807380882344,5.10967779390233,4.0507,-167.629840053906,0.85455521564223,5.24419734189481,4.35923607235053,6.56114477507486,1.61661920186271,1.15813332503521,2.22757238665,"Allocasuarina littoralis","alli","large"
"22","ALLI","basid",21.6666666666667,1.85592145427667,3,23.5225881209433,19.81074521239,0.15525323536136,4.4647,-154.352669555819,0.821914525122625,0.154827254485397,0.125424121483913,0.1858057444566,1.57807380882344,5.10967779390233,4.0507,-167.629840053906,0.85455521564223,5.24419734189481,4.35923607235053,6.56114477507486,1.61661920186271,1.15813332503521,2.22757238665,"Allocasuarina littoralis","alli","large"
"23","ALLI","oo",1,0.577350269189626,3,1.57735026918963,0.422649730810374,0.15525323536136,4.4647,-154.352669555819,0.821914525122625,0.154827254485397,0.125424121483913,0.1858057444566,1.57807380882344,5.10967779390233,4.0507,-167.629840053906,0.85455521564223,5.24419734189481,4.35923607235053,6.56114477507486,1.61661920186271,1.15813332503521,2.22757238665,"Allocasuarina littoralis","alli","large"
"24","ALLI","patho",8.33333333333333,0.666666666666667,3,9,7.66666666666667,0.15525323536136,4.4647,-154.352669555819,0.821914525122625,0.154827254485397,0.125424121483913,0.1858057444566,1.57807380882344,5.10967779390233,4.0507,-167.629840053906,0.85455521564223,5.24419734189481,4.35923607235053,6.56114477507486,1.61661920186271,1.15813332503521,2.22757238665,"Allocasuarina littoralis","alli","large"
"25","ALLI","sapro",10,1.52752523165195,3,11.5275252316519,8.47247476834805,0.15525323536136,4.4647,-154.352669555819,0.821914525122625,0.154827254485397,0.125424121483913,0.1858057444566,1.57807380882344,5.10967779390233,4.0507,-167.629840053906,0.85455521564223,5.24419734189481,4.35923607235053,6.56114477507486,1.61661920186271,1.15813332503521,2.22757238665,"Allocasuarina littoralis","alli","large"
"26","anba","all",176,8,2,184,168,0.330780743206252,2.0955,-90.992863028106,0.865153378587443,0.333007719299379,0.276402720590661,0.391499921967783,1.61275866358964,2.75909984648637,2.1983,-104.108684587741,0.892963343245572,2.77208912338768,2.42443761664681,3.22308191166106,1.75455488746477,1.27590387832314,2.62551207612963,"Angophora bakeri","anba","small"
"27","anba","basid",15.5,4.5,2,20,11,0.330780743206252,2.0955,-90.992863028106,0.865153378587443,0.333007719299379,0.276402720590661,0.391499921967783,1.61275866358964,2.75909984648637,2.1983,-104.108684587741,0.892963343245572,2.77208912338768,2.42443761664681,3.22308191166106,1.75455488746477,1.27590387832314,2.62551207612963,"Angophora bakeri","anba","small"
"28","anba","oo",0,0,2,0,0,0.330780743206252,2.0955,-90.992863028106,0.865153378587443,0.333007719299379,0.276402720590661,0.391499921967783,1.61275866358964,2.75909984648637,2.1983,-104.108684587741,0.892963343245572,2.77208912338768,2.42443761664681,3.22308191166106,1.75455488746477,1.27590387832314,2.62551207612963,"Angophora bakeri","anba","small"
"29","anba","patho",11,0,2,11,11,0.330780743206252,2.0955,-90.992863028106,0.865153378587443,0.333007719299379,0.276402720590661,0.391499921967783,1.61275866358964,2.75909984648637,2.1983,-104.108684587741,0.892963343245572,2.77208912338768,2.42443761664681,3.22308191166106,1.75455488746477,1.27590387832314,2.62551207612963,"Angophora bakeri","anba","small"
"30","anba","sapro",12,1,2,13,11,0.330780743206252,2.0955,-90.992863028106,0.865153378587443,0.333007719299379,0.276402720590661,0.391499921967783,1.61275866358964,2.75909984648637,2.1983,-104.108684587741,0.892963343245572,2.77208912338768,2.42443761664681,3.22308191166106,1.75455488746477,1.27590387832314,2.62551207612963,"Angophora bakeri","anba","small"
"31","ANBA","all",118.666666666667,6.83942817622773,3,125.506094842894,111.827238490439,0.337008026809647,2.0568,-157.654622409672,0.921030232163822,0.33666944287356,0.29488615561988,0.377358599623254,1.97028872702754,2.61638419625403,2.1723,-256.262089670445,0.979382493021891,2.61459924615864,2.46513513319787,2.77436539259003,1.98301389997585,1.72148939742806,2.30952634306069,"Angophora bakeri","anba","large"
"32","ANBA","basid",12,2.08166599946613,3,14.0816659994661,9.91833400053387,0.337008026809647,2.0568,-157.654622409672,0.921030232163822,0.33666944287356,0.29488615561988,0.377358599623254,1.97028872702754,2.61638419625403,2.1723,-256.262089670445,0.979382493021891,2.61459924615864,2.46513513319787,2.77436539259003,1.98301389997585,1.72148939742806,2.30952634306069,"Angophora bakeri","anba","large"
"33","ANBA","oo",0,0,3,0,0,0.337008026809647,2.0568,-157.654622409672,0.921030232163822,0.33666944287356,0.29488615561988,0.377358599623254,1.97028872702754,2.61638419625403,2.1723,-256.262089670445,0.979382493021891,2.61459924615864,2.46513513319787,2.77436539259003,1.98301389997585,1.72148939742806,2.30952634306069,"Angophora bakeri","anba","large"
"34","ANBA","patho",6,1,3,7,5,0.337008026809647,2.0568,-157.654622409672,0.921030232163822,0.33666944287356,0.29488615561988,0.377358599623254,1.97028872702754,2.61638419625403,2.1723,-256.262089670445,0.979382493021891,2.61459924615864,2.46513513319787,2.77436539259003,1.98301389997585,1.72148939742806,2.30952634306069,"Angophora bakeri","anba","large"
"35","ANBA","sapro",8,1,3,9,7,0.337008026809647,2.0568,-157.654622409672,0.921030232163822,0.33666944287356,0.29488615561988,0.377358599623254,1.97028872702754,2.61638419625403,2.1723,-256.262089670445,0.979382493021891,2.61459924615864,2.46513513319787,2.77436539259003,1.98301389997585,1.72148939742806,2.30952634306069,"Angophora bakeri","anba","large"
"36","baae","all",144,39.677869566464,3,183.677869566464,104.322130433536,0.24909938352599,2.7827,-84.5291438377882,0.798571634385756,0.251089540224407,0.194763275488427,0.309783897859041,1.07120629209879,3.90767258401078,2.7754,-82.6794764609433,0.799419229234461,4.16848771139606,3.03950357557994,6.12131927841595,1.09303635652365,0.773112588463116,1.51055448535615,"Banksia aemula","baae","small"
"37","baae","basid",15.6666666666667,5.33333333333333,3,21,10.3333333333333,0.24909938352599,2.7827,-84.5291438377882,0.798571634385756,0.251089540224407,0.194763275488427,0.309783897859041,1.07120629209879,3.90767258401078,2.7754,-82.6794764609433,0.799419229234461,4.16848771139606,3.03950357557994,6.12131927841595,1.09303635652365,0.773112588463116,1.51055448535615,"Banksia aemula","baae","small"
"38","baae","oo",0.333333333333333,0.333333333333333,3,0.666666666666667,0,0.24909938352599,2.7827,-84.5291438377882,0.798571634385756,0.251089540224407,0.194763275488427,0.309783897859041,1.07120629209879,3.90767258401078,2.7754,-82.6794764609433,0.799419229234461,4.16848771139606,3.03950357557994,6.12131927841595,1.09303635652365,0.773112588463116,1.51055448535615,"Banksia aemula","baae","small"
"39","baae","patho",8.66666666666667,2.84800124843918,3,11.5146679151058,5.81866541822749,0.24909938352599,2.7827,-84.5291438377882,0.798571634385756,0.251089540224407,0.194763275488427,0.309783897859041,1.07120629209879,3.90767258401078,2.7754,-82.6794764609433,0.799419229234461,4.16848771139606,3.03950357557994,6.12131927841595,1.09303635652365,0.773112588463116,1.51055448535615,"Banksia aemula","baae","small"
"40","baae","sapro",7.33333333333333,2.33333333333333,3,9.66666666666667,5,0.24909938352599,2.7827,-84.5291438377882,0.798571634385756,0.251089540224407,0.194763275488427,0.309783897859041,1.07120629209879,3.90767258401078,2.7754,-82.6794764609433,0.799419229234461,4.16848771139606,3.03950357557994,6.12131927841595,1.09303635652365,0.773112588463116,1.51055448535615,"Banksia aemula","baae","small"
"41","BAAE","all",141.666666666667,48.7863824351746,3,190.453049101841,92.8802842314921,0.261983455696715,2.6458,-112.800190113419,0.846828104204514,0.262282853201851,0.216520343467646,0.312417365862674,1.99313916142233,3.18539709014473,2.6504,-150.124255033367,0.909463933293968,3.18658825878173,2.67814690393215,3.7172157158065,2.39403203921884,1.5928466818993,4.12529234413763,"Banksia aemula","baae","large"
"42","BAAE","basid",16.6666666666667,6.69161996662824,3,23.3582866332949,9.97504670003842,0.261983455696715,2.6458,-112.800190113419,0.846828104204514,0.262282853201851,0.216520343467646,0.312417365862674,1.99313916142233,3.18539709014473,2.6504,-150.124255033367,0.909463933293968,3.18658825878173,2.67814690393215,3.7172157158065,2.39403203921884,1.5928466818993,4.12529234413763,"Banksia aemula","baae","large"
"43","BAAE","oo",0,0,3,0,0,0.261983455696715,2.6458,-112.800190113419,0.846828104204514,0.262282853201851,0.216520343467646,0.312417365862674,1.99313916142233,3.18539709014473,2.6504,-150.124255033367,0.909463933293968,3.18658825878173,2.67814690393215,3.7172157158065,2.39403203921884,1.5928466818993,4.12529234413763,"Banksia aemula","baae","large"
"44","BAAE","patho",5.66666666666667,1.85592145427667,3,7.52258812094334,3.81074521238999,0.261983455696715,2.6458,-112.800190113419,0.846828104204514,0.262282853201851,0.216520343467646,0.312417365862674,1.99313916142233,3.18539709014473,2.6504,-150.124255033367,0.909463933293968,3.18658825878173,2.67814690393215,3.7172157158065,2.39403203921884,1.5928466818993,4.12529234413763,"Banksia aemula","baae","large"
"45","BAAE","sapro",8,4.04145188432738,3,12.0414518843274,3.95854811567262,0.261983455696715,2.6458,-112.800190113419,0.846828104204514,0.262282853201851,0.216520343467646,0.312417365862674,1.99313916142233,3.18539709014473,2.6504,-150.124255033367,0.909463933293968,3.18658825878173,2.67814690393215,3.7172157158065,2.39403203921884,1.5928466818993,4.12529234413763,"Banksia aemula","baae","large"
"46","basp","all",148.75,29.403443675869,4,178.153443675869,119.346556324131,0.242975165025511,2.8528,-124.985701025811,0.864382533736194,0.243233060127184,0.203415612667694,0.28531004294769,1.14732881550514,3.93167439059345,2.8566,-124.338565356698,0.867250799441941,4.01304179070299,3.36977317529736,4.95877478197448,1.16385693359601,0.849925237932792,1.53098260099783,"Banksia spinulosa","basp","small"
"47","basp","basid",15,4.88193950529227,4,19.8819395052923,10.1180604947077,0.242975165025511,2.8528,-124.985701025811,0.864382533736194,0.243233060127184,0.203415612667694,0.28531004294769,1.14732881550514,3.93167439059345,2.8566,-124.338565356698,0.867250799441941,4.01304179070299,3.36977317529736,4.95877478197448,1.16385693359601,0.849925237932792,1.53098260099783,"Banksia spinulosa","basp","small"
"48","basp","oo",0,0,4,0,0,0.242975165025511,2.8528,-124.985701025811,0.864382533736194,0.243233060127184,0.203415612667694,0.28531004294769,1.14732881550514,3.93167439059345,2.8566,-124.338565356698,0.867250799441941,4.01304179070299,3.36977317529736,4.95877478197448,1.16385693359601,0.849925237932792,1.53098260099783,"Banksia spinulosa","basp","small"
"49","basp","patho",6.25,2.35849528301415,4,8.60849528301415,3.89150471698585,0.242975165025511,2.8528,-124.985701025811,0.864382533736194,0.243233060127184,0.203415612667694,0.28531004294769,1.14732881550514,3.93167439059345,2.8566,-124.338565356698,0.867250799441941,4.01304179070299,3.36977317529736,4.95877478197448,1.16385693359601,0.849925237932792,1.53098260099783,"Banksia spinulosa","basp","small"
"50","basp","sapro",8.5,2.39791576165636,4,10.8979157616564,6.10208423834364,0.242975165025511,2.8528,-124.985701025811,0.864382533736194,0.243233060127184,0.203415612667694,0.28531004294769,1.14732881550514,3.93167439059345,2.8566,-124.338565356698,0.867250799441941,4.01304179070299,3.36977317529736,4.95877478197448,1.16385693359601,0.849925237932792,1.53098260099783,"Banksia spinulosa","basp","small"
"51","cali","all",128.333333333333,7.05533682950558,3,135.388670162839,121.277996503828,0.155994288988137,4.4435,-84.2091777527055,0.656664498895645,0.157291755005318,0.111788249694288,0.206746561607501,0.837059215998538,7.40664483095435,4.7804,-82.986263388765,0.661340543814098,7.41240047537388,4.49013464303701,10,0.906000522140908,0.672034743997256,1.27673998404219,"Callistemon linearis","cali","small"
"52","cali","basid",15.6666666666667,2.40370085030933,3,18.070367516976,13.2629658163573,0.155994288988137,4.4435,-84.2091777527055,0.656664498895645,0.157291755005318,0.111788249694288,0.206746561607501,0.837059215998538,7.40664483095435,4.7804,-82.986263388765,0.661340543814098,7.41240047537388,4.49013464303701,10,0.906000522140908,0.672034743997256,1.27673998404219,"Callistemon linearis","cali","small"
"53","cali","oo",0.333333333333333,0.333333333333333,3,0.666666666666667,0,0.155994288988137,4.4435,-84.2091777527055,0.656664498895645,0.157291755005318,0.111788249694288,0.206746561607501,0.837059215998538,7.40664483095435,4.7804,-82.986263388765,0.661340543814098,7.41240047537388,4.49013464303701,10,0.906000522140908,0.672034743997256,1.27673998404219,"Callistemon linearis","cali","small"
"54","cali","patho",7.33333333333333,0.666666666666667,3,8,6.66666666666667,0.155994288988137,4.4435,-84.2091777527055,0.656664498895645,0.157291755005318,0.111788249694288,0.206746561607501,0.837059215998538,7.40664483095435,4.7804,-82.986263388765,0.661340543814098,7.41240047537388,4.49013464303701,10,0.906000522140908,0.672034743997256,1.27673998404219,"Callistemon linearis","cali","small"
"55","cali","sapro",12,2.64575131106459,3,14.6457513110646,9.35424868893541,0.155994288988137,4.4435,-84.2091777527055,0.656664498895645,0.157291755005318,0.111788249694288,0.206746561607501,0.837059215998538,7.40664483095435,4.7804,-82.986263388765,0.661340543814098,7.41240047537388,4.49013464303701,10,0.906000522140908,0.672034743997256,1.27673998404219,"Callistemon linearis","cali","small"
"56","cota","all",160.666666666667,19.4021762811403,3,180.068842947807,141.264490385526,0.364376676089542,1.9023,-98.7307807251464,0.883018592306091,0.364828281645824,0.303569394988814,0.431058135013646,1.34680327533408,2.59088823965549,1.9737,-103.561120776076,0.894723946659118,2.61232541021124,2.18080023140476,3.1497380090205,1.42314542347287,1.06821755030777,2.0411982831475,"Conospermum taxifolium","cota","small"
"57","cota","basid",19,2.08166599946613,3,21.0816659994661,16.9183340005339,0.364376676089542,1.9023,-98.7307807251464,0.883018592306091,0.364828281645824,0.303569394988814,0.431058135013646,1.34680327533408,2.59088823965549,1.9737,-103.561120776076,0.894723946659118,2.61232541021124,2.18080023140476,3.1497380090205,1.42314542347287,1.06821755030777,2.0411982831475,"Conospermum taxifolium","cota","small"
"58","cota","oo",0,0,3,0,0,0.364376676089542,1.9023,-98.7307807251464,0.883018592306091,0.364828281645824,0.303569394988814,0.431058135013646,1.34680327533408,2.59088823965549,1.9737,-103.561120776076,0.894723946659118,2.61232541021124,2.18080023140476,3.1497380090205,1.42314542347287,1.06821755030777,2.0411982831475,"Conospermum taxifolium","cota","small"
"59","cota","patho",10,0,3,10,10,0.364376676089542,1.9023,-98.7307807251464,0.883018592306091,0.364828281645824,0.303569394988814,0.431058135013646,1.34680327533408,2.59088823965549,1.9737,-103.561120776076,0.894723946659118,2.61232541021124,2.18080023140476,3.1497380090205,1.42314542347287,1.06821755030777,2.0411982831475,"Conospermum taxifolium","cota","small"
"60","cota","sapro",14.6666666666667,1.20185042515466,3,15.8685170918213,13.464816241512,0.364376676089542,1.9023,-98.7307807251464,0.883018592306091,0.364828281645824,0.303569394988814,0.431058135013646,1.34680327533408,2.59088823965549,1.9737,-103.561120776076,0.894723946659118,2.61232541021124,2.18080023140476,3.1497380090205,1.42314542347287,1.06821755030777,2.0411982831475,"Conospermum taxifolium","cota","small"
"61","EUSC","all",108,47.7598157450382,3,155.759815745038,60.2401842549618,0.205626010912421,3.371,-230.45495941818,0.933955031964868,0.205523240306778,0.185487558328943,0.225281913221339,1.19080078086499,4.4691905974656,3.2852,-236.627791709451,0.940525885152931,4.46544271337128,3.92652398338237,5.03750185134102,1.20471088551734,1.02581644701925,1.41356772185663,"Eucalyptus sclerophylla","eusc","large"
"62","EUSC","basid",12.6666666666667,6.74124947205223,3,19.4079161387189,5.92541719461444,0.205626010912421,3.371,-230.45495941818,0.933955031964868,0.205523240306778,0.185487558328943,0.225281913221339,1.19080078086499,4.4691905974656,3.2852,-236.627791709451,0.940525885152931,4.46544271337128,3.92652398338237,5.03750185134102,1.20471088551734,1.02581644701925,1.41356772185663,"Eucalyptus sclerophylla","eusc","large"
"63","EUSC","oo",0,0,3,0,0,0.205626010912421,3.371,-230.45495941818,0.933955031964868,0.205523240306778,0.185487558328943,0.225281913221339,1.19080078086499,4.4691905974656,3.2852,-236.627791709451,0.940525885152931,4.46544271337128,3.92652398338237,5.03750185134102,1.20471088551734,1.02581644701925,1.41356772185663,"Eucalyptus sclerophylla","eusc","large"
"64","EUSC","patho",6,2.88675134594813,3,8.88675134594813,3.11324865405187,0.205626010912421,3.371,-230.45495941818,0.933955031964868,0.205523240306778,0.185487558328943,0.225281913221339,1.19080078086499,4.4691905974656,3.2852,-236.627791709451,0.940525885152931,4.46544271337128,3.92652398338237,5.03750185134102,1.20471088551734,1.02581644701925,1.41356772185663,"Eucalyptus sclerophylla","eusc","large"
"65","EUSC","sapro",6,2.3094010767585,3,8.3094010767585,3.6905989232415,0.205626010912421,3.371,-230.45495941818,0.933955031964868,0.205523240306778,0.185487558328943,0.225281913221339,1.19080078086499,4.4691905974656,3.2852,-236.627791709451,0.940525885152931,4.46544271337128,3.92652398338237,5.03750185134102,1.20471088551734,1.02581644701925,1.41356772185663,"Eucalyptus sclerophylla","eusc","large"
"66","eute","all",89.6666666666667,8.9504810547317,3,98.6171477213984,80.716185611935,0.437968643411157,1.5827,-123.118222651057,0.930450706321719,0.439613229154102,0.382868736813416,0.502789196466002,1.4265114071776,2.21708760251941,1.7148,-137.754276613417,0.946051207702748,2.22973374058866,1.98295690942745,2.52648336400001,1.45880714941304,1.20162709452158,1.81390827391899,"Eucalyptus tereticornis","eute","small"
"67","eute","basid",8.66666666666667,1.45296631451356,3,10.1196329811802,7.21370035215311,0.437968643411157,1.5827,-123.118222651057,0.930450706321719,0.439613229154102,0.382868736813416,0.502789196466002,1.4265114071776,2.21708760251941,1.7148,-137.754276613417,0.946051207702748,2.22973374058866,1.98295690942745,2.52648336400001,1.45880714941304,1.20162709452158,1.81390827391899,"Eucalyptus tereticornis","eute","small"
"68","eute","oo",0,0,3,0,0,0.437968643411157,1.5827,-123.118222651057,0.930450706321719,0.439613229154102,0.382868736813416,0.502789196466002,1.4265114071776,2.21708760251941,1.7148,-137.754276613417,0.946051207702748,2.22973374058866,1.98295690942745,2.52648336400001,1.45880714941304,1.20162709452158,1.81390827391899,"Eucalyptus tereticornis","eute","small"
"69","eute","patho",7.66666666666667,2.66666666666667,3,10.3333333333333,5,0.437968643411157,1.5827,-123.118222651057,0.930450706321719,0.439613229154102,0.382868736813416,0.502789196466002,1.4265114071776,2.21708760251941,1.7148,-137.754276613417,0.946051207702748,2.22973374058866,1.98295690942745,2.52648336400001,1.45880714941304,1.20162709452158,1.81390827391899,"Eucalyptus tereticornis","eute","small"
"70","eute","sapro",8,1.52752523165195,3,9.52752523165195,6.47247476834805,0.437968643411157,1.5827,-123.118222651057,0.930450706321719,0.439613229154102,0.382868736813416,0.502789196466002,1.4265114071776,2.21708760251941,1.7148,-137.754276613417,0.946051207702748,2.22973374058866,1.98295690942745,2.52648336400001,1.45880714941304,1.20162709452158,1.81390827391899,"Eucalyptus tereticornis","eute","small"
"71","EUTE","all",142.666666666667,19.9694210676669,3,162.636087734334,122.697245599,0.104827729674047,6.6123,-218.450351327974,0.86590886060689,0.104637837832633,0.0903288898607337,0.11951358487253,1.16521099822139,8.22518621332377,6.0054,-219.203306475882,0.871148263080667,8.2279793204721,6.40126233860844,10,1.20016850216186,0.980009653107981,1.48655266127346,"Eucalyptus tereticornis","eute","large"
"72","EUTE","basid",20,4.93288286231625,3,24.9328828623162,15.0671171376838,0.104827729674047,6.6123,-218.450351327974,0.86590886060689,0.104637837832633,0.0903288898607337,0.11951358487253,1.16521099822139,8.22518621332377,6.0054,-219.203306475882,0.871148263080667,8.2279793204721,6.40126233860844,10,1.20016850216186,0.980009653107981,1.48655266127346,"Eucalyptus tereticornis","eute","large"
