"","community","codeStem","mean","se","n","upper","lower","time13","time25","time37","time59","time7","size"
"230","patho","BAAE3",8,NA,1,NA,NA,0.106559336527725,0.131017595092666,0.063386274392452,-0.0688264814343019,0.108285437342288,"large"
"231","patho","EUSC1",11,NA,1,NA,NA,0.0363951744341732,-0.0679750085562981,0.0878393459278138,0.0476455305122396,0.0439688525360607,"large"
"232","patho","EUSC2",6,NA,1,NA,NA,0.0531864774798676,-0.0716166266083622,0.0920199233117765,0.180854508592521,-0.00311440618062049,"large"
"233","patho","EUSC3",1,NA,1,NA,NA,-0.0040820085801737,-0.0335848110319903,0.153036169240948,0.203578705067089,0.0178164923092363,"large"
"234","patho","eute1",5,NA,1,NA,NA,NA,-0.155607867169818,-0.208278667507822,-0.138925618405658,-0.0336519172917488,"small"
"235","patho","EUTE1",7,NA,1,NA,NA,-0.0179629645275754,0.0654020017641381,0.168833300383115,0.0168446900608532,0.0120364937583679,"large"
"236","patho","eute2",5,NA,1,NA,NA,-0.24458318879482,-0.016537418818937,-0.0180421878057269,-0.105341654319056,0.00322671920576053,"small"
"237","patho","EUTE2",7,NA,1,NA,NA,NA,0.193162595519858,0.0155499974680097,0.139625629353786,-0.00453234267909563,"large"
"238","patho","eute3",13,NA,1,NA,NA,-0.0274305250490313,NA,-0.026007026877433,-0.0551331095477677,-0.00887515023545603,"small"
"239","patho","EUTE3",6,NA,1,NA,NA,0.00851420706942605,0.0200696773190684,NA,0.191070805448947,-0.00236784612882528,"large"
"240","patho","excu1",5,NA,1,NA,NA,0.0571188892880408,0.123019739304221,NA,0.120763765750768,0.0728977676588253,"small"
"241","patho","EXCU1",9,NA,1,NA,NA,0.00447525987627506,-0.0181865935045636,-0.185265237324599,-0.0237817220322947,-0.0205417075070642,"large"
"242","patho","excu2",10,NA,1,NA,NA,NA,-0.265869012466226,-0.140479632376766,0.0851238558825723,-0.0248525994466024,"small"
"243","patho","EXCU2",13,NA,1,NA,NA,-0.0135782930702487,-0.0187848431298919,-0.0498851164763055,-0.228869804500768,-0.072394143059471,"large"
"244","patho","excu3",6,NA,1,NA,NA,0.0325032860814551,-0.0318057639368568,0.197170106391048,-0.130760872526805,NA,"small"
"245","patho","EXCU3",17,NA,1,NA,NA,-0.0128259458654235,-0.0509452072000526,-0.131810264178579,-0.144215068925639,-0.0336437319225332,"large"
"246","patho","jasc1",9,NA,1,NA,NA,-0.0102976587082132,-0.182987956459948,-0.0605485774202427,-0.0553215969223582,-0.0416185992028152,"small"
"247","patho","JASC1",6,NA,1,NA,NA,-0.0518366630196306,-0.00182172976847211,-0.249296994646176,0.0312775574187251,0.00595896189794785,"large"
"248","patho","jasc2",4,NA,1,NA,NA,-0.0220573973168988,-0.0237813336058366,0.0100903761945835,0.0569689121300695,0.0624716845937884,"small"
