OTUId,taxonomy,kingdom,phylum,genus,species,Trophic.Mode,Guild
ITSall_OTUd_8561,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_conicus;,Fungi,Ascomycota,Aspergillus,Aspergillus_conicus,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8562,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8563,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Myxotrichaceae;g__unclassified_Myxotrichaceae;s__Myxotrichaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8564,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8565,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8566,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8567,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_resedanum;,Fungi,Ascomycota,Penicillium,Penicillium_resedanum,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
ITSall_OTUd_8568,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8569,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8570,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8571,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8572,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8455,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8456,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia;s__Cladonia_cenotea;,Fungi,Ascomycota,Cladonia,Cladonia_cenotea,Symbiotroph,Lichenized
ITSall_OTUd_8457,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Tremella;unclassified;,Fungi,Basidiomycota,Tremella,unclassified,Pathotroph-Symbiotroph,Mycoparasite
ITSall_OTUd_8458,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8459,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces_chartarum;,Fungi,Ascomycota,Pseudopithomyces,Pseudopithomyces_chartarum,unclassified,unclassified
ITSall_OTUd_8460,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8461,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8462,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Antennulariellaceae;g__Antennariella;s__Antennariella_placitae;,Fungi,Ascomycota,Antennariella,Antennariella_placitae,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8463,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8464,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8465,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8467,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8468,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;unclassified;,Fungi,Ascomycota,Phaeomoniella,unclassified,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8469,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8470,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8471,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__unclassified_Hydnodontaceae;s__Hydnodontaceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8472,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8473,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Incertae_sedis;g__Strelitziana;s__Strelitziana_eucalypti;,Fungi,Ascomycota,Strelitziana,Strelitziana_eucalypti,Pathotroph,Plant Pathogen
ITSall_OTUd_8474,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Cryptococcus;s__Cryptococcus_dimennae;,Fungi,Basidiomycota,Cryptococcus,Cryptococcus_dimennae,Pathotroph-Saprotroph,Animal Pathogen-Saprotroph
ITSall_OTUd_8435,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8436,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8437,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8438,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8439,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8440,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8441,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8442,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8443,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8444,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8445,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8446,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8447,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8448,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8449,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8450,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8451,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8452,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8454,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8494,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8495,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;unclassified;,Fungi,Basidiomycota,Rhodotorula,unclassified,Pathotroph-Saprotroph,Animal Symbiont-Undefined Saprotroph
ITSall_OTUd_8496,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__unclassified_Clavariaceae;s__Clavariaceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8497,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8498,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8499,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;unclassified;,Fungi,Ascomycota,Devriesia,unclassified,Pathotroph,Plant Pathogen
ITSall_OTUd_8500,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8501,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8502,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Cryptococcus;s__Cryptococcus_dimennae;,Fungi,Basidiomycota,Cryptococcus,Cryptococcus_dimennae,Pathotroph-Saprotroph,Animal Pathogen-Saprotroph
ITSall_OTUd_8503,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8504,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;s__Cladosporium_lignicola;,Fungi,Ascomycota,Cladosporium,Cladosporium_lignicola,unclassified,unclassified
ITSall_OTUd_8505,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8506,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8507,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8508,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8509,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8510,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8511,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8512,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Incertae_sedis;g__unclassified_Incertae_sedis;s__Incertae_sedis_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8475,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8476,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Incertae_sedis;g__Strelitziana;unclassified;,Fungi,Ascomycota,Strelitziana,unclassified,Pathotroph,Plant Pathogen
ITSall_OTUd_8477,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Incertae_sedis;g__Strelitziana;unclassified;,Fungi,Ascomycota,Strelitziana,unclassified,Pathotroph,Plant Pathogen
ITSall_OTUd_8478,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Curreya;unclassified;,Fungi,Ascomycota,Curreya,unclassified,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8479,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_caesiellus;,Fungi,Ascomycota,Aspergillus,Aspergillus_caesiellus,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8480,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Incertae_sedis;f__Incertae_sedis;g__Pseudoramichloridium;s__Pseudoramichloridium_henryi;,Fungi,Ascomycota,Pseudoramichloridium,Pseudoramichloridium_henryi,unclassified,unclassified
ITSall_OTUd_8481,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Incertae_sedis;g__Camarosporium;s__Camarosporium_brabeji;,Fungi,Ascomycota,Camarosporium,Camarosporium_brabeji,Pathotroph,Endophyte-Plant Pathogen
ITSall_OTUd_8482,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8483,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8484,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8485,k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8486,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8487,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8488,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8489,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8490,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;unclassified;,Fungi,Ascomycota,Devriesia,unclassified,Pathotroph,Plant Pathogen
ITSall_OTUd_8491,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8492,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8493,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8690,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Byssolomataceae;g__Micarea;unclassified;,Fungi,Ascomycota,Micarea,unclassified,Symbiotroph,Lichenized
ITSall_OTUd_8691,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8692,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8693,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8694,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8695,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Incertae_sedis;g__Moristroma;unclassified;,Fungi,Ascomycota,Moristroma,unclassified,unclassified,unclassified
ITSall_OTUd_8696,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8697,k__Fungi;p__Ascomycota;c__Lecanoromycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8698,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8699,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8700,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8701,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella_zymoides;,Fungi,Ascomycota,Phaeomoniella,Phaeomoniella_zymoides,Saprotroph,Undefined Saprotroph
ITSall_OTUd_8702,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_8704,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Scytalidium;s__Scytalidium_lignicola;,Fungi,Ascomycota,Scytalidium,Scytalidium_lignicola,Saprotroph,Wood Saprotroph
