"","unique","species","size","time","totalSampleDryMass","density","fruiting","insects","drill","bark_density","xylem_density","total_density","notes","timeZeroMass","timeZeroDensity","pmr","SpeciesCode"
"1","ACPA41","ACPA","large",0,241.646631086643,NA,NA,NA,NA,NA,NA,NA,NA,241.646631086643,NA,1,"acpa"
"2","ACPA110","ACPA","large",0,229.225483825127,NA,NA,NA,NA,NA,NA,NA,NA,229.225483825127,NA,1,"acpa"
"3","ACPA18","ACPA","large",0,223.172060336847,NA,NA,NA,NA,NA,NA,NA,NA,223.172060336847,NA,1,"acpa"
"4","ACPA12","ACPA","large",0,274.233284631026,NA,NA,NA,NA,NA,NA,NA,NA,274.233284631026,NA,1,"acpa"
"5","ACPA412","ACPA","large",0,154.302581896983,NA,NA,NA,NA,NA,NA,NA,NA,154.302581896983,NA,1,"acpa"
"6","ACPA311","ACPA","large",0,169.344993535044,NA,NA,NA,NA,NA,NA,NA,NA,169.344993535044,NA,1,"acpa"
"7","ACPA415","ACPA","large",0,150.329826295122,NA,NA,NA,NA,NA,NA,NA,NA,150.329826295122,NA,1,"acpa"
"8","ACPA42","ACPA","large",0,231.042139472181,NA,NA,NA,NA,NA,NA,NA,NA,231.042139472181,NA,1,"acpa"
"9","ACPA31","ACPA","large",0,275.798500050114,NA,NA,NA,NA,NA,NA,NA,NA,275.798500050114,NA,1,"acpa"
"10","ACPA36","ACPA","large",0,191.911753994985,NA,NA,NA,NA,NA,NA,NA,NA,191.911753994985,NA,1,"acpa"
"11","ACPA13","ACPA","large",0,294.612515107663,NA,NA,NA,NA,NA,NA,NA,NA,294.612515107663,NA,1,"acpa"
"12","ACPA410","ACPA","large",0,156.339247743507,NA,NA,NA,NA,NA,NA,NA,NA,156.339247743507,NA,1,"acpa"
"13","ACPA411","ACPA","large",0,150.958426865037,NA,NA,NA,NA,NA,NA,NA,NA,150.958426865037,NA,1,"acpa"
"14","ACPA315","ACPA","large",0,164.203040873141,NA,NA,NA,NA,NA,NA,NA,NA,164.203040873141,NA,1,"acpa"
"15","ACPA39","ACPA","large",0,179.446604693575,NA,NA,NA,NA,NA,NA,NA,NA,179.446604693575,NA,1,"acpa"
"16","ACPA310","ACPA","large",0,167.496907859495,NA,NA,NA,NA,NA,NA,NA,NA,167.496907859495,NA,1,"acpa"
"17","ACPA16","ACPA","large",0,217.445509144924,NA,NA,NA,NA,NA,NA,NA,NA,217.445509144924,NA,1,"acpa"
"18","ACPA33","ACPA","large",0,271.637164277278,NA,NA,NA,NA,NA,NA,NA,NA,271.637164277278,NA,1,"acpa"
"19","ACPA46","ACPA","large",0,217.520941213314,NA,NA,NA,NA,NA,NA,NA,NA,217.520941213314,NA,1,"acpa"
"20","ACPA314","ACPA","large",0,160.481725499246,NA,NA,NA,NA,NA,NA,NA,NA,160.481725499246,NA,1,"acpa"
"21","ACPA116","ACPA","large",0,180.88609999868,NA,NA,NA,NA,NA,NA,NA,NA,180.88609999868,NA,1,"acpa"
"22","ACPA19","ACPA","large",0,217.256928973949,NA,NA,NA,NA,NA,NA,NA,NA,217.256928973949,NA,1,"acpa"
"23","ACPA35","ACPA","large",0,221.996577271107,NA,NA,NA,NA,NA,NA,NA,NA,221.996577271107,NA,1,"acpa"
"24","ACPA313","ACPA","large",0,162.73840154524,NA,NA,NA,NA,NA,NA,NA,NA,162.73840154524,NA,1,"acpa"
"25","ACPA114","ACPA","large",0,188.580170974437,NA,NA,NA,NA,NA,NA,NA,NA,188.580170974437,NA,1,"acpa"
"26","ACPA48","ACPA","large",0,167.710632053266,NA,NA,NA,NA,NA,NA,NA,NA,167.710632053266,NA,1,"acpa"
"27","ACPA113","ACPA","large",0,191.471733596045,NA,NA,NA,NA,NA,NA,NA,NA,191.471733596045,NA,1,"acpa"
"28","ACPA49","ACPA","large",0,168.251228543392,NA,NA,NA,NA,NA,NA,NA,NA,168.251228543392,NA,1,"acpa"
"29","ACPA111","ACPA","large",0,219.783903265007,NA,NA,NA,NA,NA,NA,NA,NA,219.783903265007,NA,1,"acpa"
"30","ACPA312","ACPA","large",0,160.500583516343,NA,NA,NA,NA,NA,NA,NA,NA,160.500583516343,NA,1,"acpa"
"31","ACPA34","ACPA","large",0,203.452860458621,NA,NA,NA,NA,NA,NA,NA,NA,203.452860458621,NA,1,"acpa"
"32","ACPA37","ACPA","large",0,186.512075099417,NA,NA,NA,NA,NA,NA,NA,NA,186.512075099417,NA,1,"acpa"
"33","ACPA14","ACPA","large",0,242.928976249269,NA,NA,NA,NA,NA,NA,NA,NA,242.928976249269,NA,1,"acpa"
"34","ACPA115","ACPA","large",0,185.223443931092,NA,NA,NA,NA,NA,NA,NA,NA,185.223443931092,NA,1,"acpa"
"35","ACPA15","ACPA","large",0,229.470638047394,NA,NA,NA,NA,NA,NA,NA,NA,229.470638047394,NA,1,"acpa"
"36","ACPA17","ACPA","large",0,219.947339413185,NA,NA,NA,NA,NA,NA,NA,NA,219.947339413185,NA,1,"acpa"
"37","ACPA45","ACPA","large",0,234.411438526924,NA,NA,NA,NA,NA,NA,NA,NA,234.411438526924,NA,1,"acpa"
"38","ACPA11","ACPA","large",0,273.799550237785,NA,NA,NA,NA,NA,NA,NA,NA,273.799550237785,NA,1,"acpa"
"39","ACPA112","ACPA","large",0,202.095083227605,NA,NA,NA,NA,NA,NA,NA,NA,202.095083227605,NA,1,"acpa"
"40","ACPA414","ACPA","large",0,152.492212255629,NA,NA,NA,NA,NA,NA,NA,NA,152.492212255629,NA,1,"acpa"
"41","ACPA44","ACPA","large",0,265.489450703511,NA,NA,NA,NA,NA,NA,NA,NA,265.489450703511,NA,1,"acpa"
"42","ACPA413","ACPA","large",0,151.857325680015,NA,NA,NA,NA,NA,NA,NA,NA,151.857325680015,NA,1,"acpa"
"43","ACPA32","ACPA","large",0,252.433416866381,NA,NA,NA,NA,NA,NA,NA,NA,252.433416866381,NA,1,"acpa"
"44","ACPA416","ACPA","large",0,143.566084162839,NA,NA,NA,NA,NA,NA,NA,NA,143.566084162839,NA,1,"acpa"
"45","ACPA43","ACPA","large",0,235.656067655355,NA,NA,NA,NA,NA,NA,NA,NA,235.656067655355,NA,1,"acpa"
"46","ACPA38","ACPA","large",0,180.464937616837,NA,NA,NA,NA,NA,NA,NA,NA,180.464937616837,NA,1,"acpa"
"47","ACPA47","ACPA","large",0,184.161108967936,NA,NA,NA,NA,NA,NA,NA,NA,184.161108967936,NA,1,"acpa"
"48","ALLI111","ALLI","large",0,202.608885435562,NA,NA,NA,NA,NA,NA,NA,NA,202.608885435562,NA,1,"alli"
"49","ALLI316","ALLI","large",0,163.504925741042,NA,NA,NA,NA,NA,NA,NA,NA,163.504925741042,NA,1,"alli"
"50","ALLI315","ALLI","large",0,167.641616486488,NA,NA,NA,NA,NA,NA,NA,NA,167.641616486488,NA,1,"alli"
"51","ALLI19","ALLI","large",0,231.576840790097,NA,NA,NA,NA,NA,NA,NA,NA,231.576840790097,NA,1,"alli"
"52","ALLI212","ALLI","large",0,158.584265378515,NA,NA,NA,NA,NA,NA,NA,NA,158.584265378515,NA,1,"alli"
"53","ALLI11","ALLI","large",0,287.494446740302,NA,NA,NA,NA,NA,NA,NA,NA,287.494446740302,NA,1,"alli"
"54","ALLI23","ALLI","large",0,223.05881629813,NA,NA,NA,NA,NA,NA,NA,NA,223.05881629813,NA,1,"alli"
"55","ALLI214","ALLI","large",0,143.371918766229,NA,NA,NA,NA,NA,NA,NA,NA,143.371918766229,NA,1,"alli"
"56","ALLI24","ALLI","large",0,217.443147409823,NA,NA,NA,NA,NA,NA,NA,NA,217.443147409823,NA,1,"alli"
"57","ALLI22","ALLI","large",0,243.820110980249,NA,NA,NA,NA,NA,NA,NA,NA,243.820110980249,NA,1,"alli"
"58","ALLI313","ALLI","large",0,171.995149891978,NA,NA,NA,NA,NA,NA,NA,NA,171.995149891978,NA,1,"alli"
"59","ALLI16","ALLI","large",0,230.548228171942,NA,NA,NA,NA,NA,NA,NA,NA,230.548228171942,NA,1,"alli"
"60","ALLI211","ALLI","large",0,172.868080600358,NA,NA,NA,NA,NA,NA,NA,NA,172.868080600358,NA,1,"alli"
"61","ALLI213","ALLI","large",0,152.24022755519,NA,NA,NA,NA,NA,NA,NA,NA,152.24022755519,NA,1,"alli"
"62","ALLI113","ALLI","large",0,186.334565795883,NA,NA,NA,NA,NA,NA,NA,NA,186.334565795883,NA,1,"alli"
"63","ALLI312","ALLI","large",0,175.358991156756,NA,NA,NA,NA,NA,NA,NA,NA,175.358991156756,NA,1,"alli"
"64","ALLI311","ALLI","large",0,189.120159967212,NA,NA,NA,NA,NA,NA,NA,NA,189.120159967212,NA,1,"alli"
"65","ALLI38","ALLI","large",0,201.3967905666,NA,NA,NA,NA,NA,NA,NA,NA,201.3967905666,NA,1,"alli"
"66","ALLI34","ALLI","large",0,254.245238866958,NA,NA,NA,NA,NA,NA,NA,NA,254.245238866958,NA,1,"alli"
"67","ALLI115","ALLI","large",0,175.214429383394,NA,NA,NA,NA,NA,NA,NA,NA,175.214429383394,NA,1,"alli"
"68","ALLI112","ALLI","large",0,187.958105712107,NA,NA,NA,NA,NA,NA,NA,NA,187.958105712107,NA,1,"alli"
"69","ALLI37","ALLI","large",0,205.961606563927,NA,NA,NA,NA,NA,NA,NA,NA,205.961606563927,NA,1,"alli"
"70","ALLI17","ALLI","large",0,231.248796765929,NA,NA,NA,NA,NA,NA,NA,NA,231.248796765929,NA,1,"alli"
"71","ALLI31","ALLI","large",0,300.543926820358,NA,NA,NA,NA,NA,NA,NA,NA,300.543926820358,NA,1,"alli"
"72","ALLI33","ALLI","large",0,278.33145433641,NA,NA,NA,NA,NA,NA,NA,NA,278.33145433641,NA,1,"alli"
"73","ALLI21","ALLI","large",0,278.147972085604,NA,NA,NA,NA,NA,NA,NA,NA,278.147972085604,NA,1,"alli"
"74","ALLI27","ALLI","large",0,184.866707789435,NA,NA,NA,NA,NA,NA,NA,NA,184.866707789435,NA,1,"alli"
"75","ALLI14","ALLI","large",0,240.172706236952,NA,NA,NA,NA,NA,NA,NA,NA,240.172706236952,NA,1,"alli"
"76","ALLI15","ALLI","large",0,232.694414499553,NA,NA,NA,NA,NA,NA,NA,NA,232.694414499553,NA,1,"alli"
"77","ALLI114","ALLI","large",0,176.04843961433,NA,NA,NA,NA,NA,NA,NA,NA,176.04843961433,NA,1,"alli"
"78","ALLI18","ALLI","large",0,226.839662678377,NA,NA,NA,NA,NA,NA,NA,NA,226.839662678377,NA,1,"alli"
"79","ALLI39","ALLI","large",0,198.889199805584,NA,NA,NA,NA,NA,NA,NA,NA,198.889199805584,NA,1,"alli"
"80","ALLI210","ALLI","large",0,181.714149116494,NA,NA,NA,NA,NA,NA,NA,NA,181.714149116494,NA,1,"alli"
"81","ALLI110","ALLI","large",0,213.150774754602,NA,NA,NA,NA,NA,NA,NA,NA,213.150774754602,NA,1,"alli"
"82","ALLI35","ALLI","large",0,231.387798471085,NA,NA,NA,NA,NA,NA,NA,NA,231.387798471085,NA,1,"alli"
"83","ALLI36","ALLI","large",0,211.771877839453,NA,NA,NA,NA,NA,NA,NA,NA,211.771877839453,NA,1,"alli"
"84","ALLI310","ALLI","large",0,199.267284443609,NA,NA,NA,NA,NA,NA,NA,NA,199.267284443609,NA,1,"alli"
"85","ALLI314","ALLI","large",0,172.545596644396,NA,NA,NA,NA,NA,NA,NA,NA,172.545596644396,NA,1,"alli"
"86","ALLI25","ALLI","large",0,206.545413725583,NA,NA,NA,NA,NA,NA,NA,NA,206.545413725583,NA,1,"alli"
"87","ALLI13","ALLI","large",0,262.123855515207,NA,NA,NA,NA,NA,NA,NA,NA,262.123855515207,NA,1,"alli"
"88","ALLI215","ALLI","large",0,139.874635864501,NA,NA,NA,NA,NA,NA,NA,NA,139.874635864501,NA,1,"alli"
"89","ALLI26","ALLI","large",0,202.102919228794,NA,NA,NA,NA,NA,NA,NA,NA,202.102919228794,NA,1,"alli"
"90","ALLI29","ALLI","large",0,181.647428298019,NA,NA,NA,NA,NA,NA,NA,NA,181.647428298019,NA,1,"alli"
"91","ALLI12","ALLI","large",0,261.612329240232,NA,NA,NA,NA,NA,NA,NA,NA,261.612329240232,NA,1,"alli"
"92","ALLI28","ALLI","large",0,175.698155317337,NA,NA,NA,NA,NA,NA,NA,NA,175.698155317337,NA,1,"alli"
"93","ALLI32","ALLI","large",0,287.961492469626,NA,NA,NA,NA,NA,NA,NA,NA,287.961492469626,NA,1,"alli"
"94","ANBA215","ANBA","large",0,96.7380770908866,NA,NA,NA,NA,NA,NA,NA,NA,96.7380770908866,NA,1,"anba"
"95","ANBA316","ANBA","large",0,76.6677247855513,NA,NA,NA,NA,NA,NA,NA,NA,76.6677247855513,NA,1,"anba"
"96","ANBA38","ANBA","large",0,132.382643548854,NA,NA,NA,NA,NA,NA,NA,NA,132.382643548854,NA,1,"anba"
"97","ANBA113","ANBA","large",0,90.261887829572,NA,NA,NA,NA,NA,NA,NA,NA,90.261887829572,NA,1,"anba"
"98","ANBA311","ANBA","large",0,122.810573272418,NA,NA,NA,NA,NA,NA,NA,NA,122.810573272418,NA,1,"anba"
"99","ANBA315","ANBA","large",0,80.6569990264737,NA,NA,NA,NA,NA,NA,NA,NA,80.6569990264737,NA,1,"anba"
"100","ANBA27","ANBA","large",0,125.563683009069,NA,NA,NA,NA,NA,NA,NA,NA,125.563683009069,NA,1,"anba"
"101","ANBA114","ANBA","large",0,88.5553244431445,NA,NA,NA,NA,NA,NA,NA,NA,88.5553244431445,NA,1,"anba"
"102","ANBA213","ANBA","large",0,103.954506453579,NA,NA,NA,NA,NA,NA,NA,NA,103.954506453579,NA,1,"anba"
"103","ANBA15","ANBA","large",0,138.045662649542,NA,NA,NA,NA,NA,NA,NA,NA,138.045662649542,NA,1,"anba"
"104","ANBA17","ANBA","large",0,120.870633696393,NA,NA,NA,NA,NA,NA,NA,NA,120.870633696393,NA,1,"anba"
"105","ANBA31","ANBA","large",0,179.480875811883,NA,NA,NA,NA,NA,NA,NA,NA,179.480875811883,NA,1,"anba"
"106","ANBA111","ANBA","large",0,98.4154684536144,NA,NA,NA,NA,NA,NA,NA,NA,98.4154684536144,NA,1,"anba"
"107","ANBA210","ANBA","large",0,112.768104113825,NA,NA,NA,NA,NA,NA,NA,NA,112.768104113825,NA,1,"anba"
"108","ANBA29","ANBA","large",0,121.702036371832,NA,NA,NA,NA,NA,NA,NA,NA,121.702036371832,NA,1,"anba"
"109","ANBA211","ANBA","large",0,107.615595427881,NA,NA,NA,NA,NA,NA,NA,NA,107.615595427881,NA,1,"anba"
"110","ANBA25","ANBA","large",0,134.417392201902,NA,NA,NA,NA,NA,NA,NA,NA,134.417392201902,NA,1,"anba"
"111","ANBA23","ANBA","large",0,146.31228486542,NA,NA,NA,NA,NA,NA,NA,NA,146.31228486542,NA,1,"anba"
"112","ANBA39","ANBA","large",0,129.983244599561,NA,NA,NA,NA,NA,NA,NA,NA,129.983244599561,NA,1,"anba"
"113","ANBA26","ANBA","large",0,133.327087816129,NA,NA,NA,NA,NA,NA,NA,NA,133.327087816129,NA,1,"anba"
"114","ANBA24","ANBA","large",0,139.642830947096,NA,NA,NA,NA,NA,NA,NA,NA,139.642830947096,NA,1,"anba"
"115","ANBA16","ANBA","large",0,131.638756944514,NA,NA,NA,NA,NA,NA,NA,NA,131.638756944514,NA,1,"anba"
"116","ANBA19","ANBA","large",0,108.082347807074,NA,NA,NA,NA,NA,NA,NA,NA,108.082347807074,NA,1,"anba"
"117","ANBA112","ANBA","large",0,95.224778361469,NA,NA,NA,NA,NA,NA,NA,NA,95.224778361469,NA,1,"anba"
"118","ANBA33","ANBA","large",0,163.115370516399,NA,NA,NA,NA,NA,NA,NA,NA,163.115370516399,NA,1,"anba"
"119","ANBA310","ANBA","large",0,83.8805076452811,NA,NA,NA,NA,NA,NA,NA,NA,83.8805076452811,NA,1,"anba"
"120","ANBA11","ANBA","large",0,149.616016549402,NA,NA,NA,NA,NA,NA,NA,NA,149.616016549402,NA,1,"anba"
"121","ANBA12","ANBA","large",0,150.454712230766,NA,NA,NA,NA,NA,NA,NA,NA,150.454712230766,NA,1,"anba"
"122","ANBA14","ANBA","large",0,138.90623734868,NA,NA,NA,NA,NA,NA,NA,NA,138.90623734868,NA,1,"anba"
"123","ANBA116","ANBA","large",0,85.1640766880642,NA,NA,NA,NA,NA,NA,NA,NA,85.1640766880642,NA,1,"anba"
"124","ANBA22","ANBA","large",0,154.192377767279,NA,NA,NA,NA,NA,NA,NA,NA,154.192377767279,NA,1,"anba"
"125","ANBA28","ANBA","large",0,125.264669766148,NA,NA,NA,NA,NA,NA,NA,NA,125.264669766148,NA,1,"anba"
"126","ANBA21","ANBA","large",0,175.586410647984,NA,NA,NA,NA,NA,NA,NA,NA,175.586410647984,NA,1,"anba"
"127","ANBA13","ANBA","large",0,147.555742375616,NA,NA,NA,NA,NA,NA,NA,NA,147.555742375616,NA,1,"anba"
"128","ANBA37","ANBA","large",0,147.913099665937,NA,NA,NA,NA,NA,NA,NA,NA,147.913099665937,NA,1,"anba"
"129","ANBA214","ANBA","large",0,92.9056024773496,NA,NA,NA,NA,NA,NA,NA,NA,92.9056024773496,NA,1,"anba"
"130","ANBA312","ANBA","large",0,119.557892629911,NA,NA,NA,NA,NA,NA,NA,NA,119.557892629911,NA,1,"anba"
"131","ANBA313","ANBA","large",0,137.491394199249,NA,NA,NA,NA,NA,NA,NA,NA,137.491394199249,NA,1,"anba"
"132","ANBA18","ANBA","large",0,112.862913190849,NA,NA,NA,NA,NA,NA,NA,NA,112.862913190849,NA,1,"anba"
"133","ANBA110","ANBA","large",0,108.293844978897,NA,NA,NA,NA,NA,NA,NA,NA,108.293844978897,NA,1,"anba"
"134","ANBA115","ANBA","large",0,84.646273267396,NA,NA,NA,NA,NA,NA,NA,NA,84.646273267396,NA,1,"anba"
"135","ANBA35","ANBA","large",0,152.824939156359,NA,NA,NA,NA,NA,NA,NA,NA,152.824939156359,NA,1,"anba"
"136","ANBA36","ANBA","large",0,149.13832466132,NA,NA,NA,NA,NA,NA,NA,NA,149.13832466132,NA,1,"anba"
"137","ANBA212","ANBA","large",0,100.880504456232,NA,NA,NA,NA,NA,NA,NA,NA,100.880504456232,NA,1,"anba"
"138","ANBA32","ANBA","large",0,166.648831887014,NA,NA,NA,NA,NA,NA,NA,NA,166.648831887014,NA,1,"anba"
"139","ANBA34","ANBA","large",0,157.011124557254,NA,NA,NA,NA,NA,NA,NA,NA,157.011124557254,NA,1,"anba"
"140","ANBA314","ANBA","large",0,81.9259820574069,NA,NA,NA,NA,NA,NA,NA,NA,81.9259820574069,NA,1,"anba"
"141","BAAE25","BAAE","large",0,130.015247086151,NA,NA,NA,NA,NA,NA,NA,NA,130.015247086151,NA,1,"baae"
"142","BAAE38","BAAE","large",0,172.348287834631,NA,NA,NA,NA,NA,NA,NA,NA,172.348287834631,NA,1,"baae"
"143","BAAE211","BAAE","large",0,110.59124415941,NA,NA,NA,NA,NA,NA,NA,NA,110.59124415941,NA,1,"baae"
"144","BAAE316","BAAE","large",0,104.177508332127,NA,NA,NA,NA,NA,NA,NA,NA,104.177508332127,NA,1,"baae"
"145","BAAE32","BAAE","large",0,222.489873131197,NA,NA,NA,NA,NA,NA,NA,NA,222.489873131197,NA,1,"baae"
"146","BAAE214","BAAE","large",0,106.60550869797,NA,NA,NA,NA,NA,NA,NA,NA,106.60550869797,NA,1,"baae"
"147","BAAE28","BAAE","large",0,111.81120506336,NA,NA,NA,NA,NA,NA,NA,NA,111.81120506336,NA,1,"baae"
"148","BAAE35","BAAE","large",0,245.239958392161,NA,NA,NA,NA,NA,NA,NA,NA,245.239958392161,NA,1,"baae"
"149","BAAE33","BAAE","large",0,219.016759678257,NA,NA,NA,NA,NA,NA,NA,NA,219.016759678257,NA,1,"baae"
"150","BAAE314","BAAE","large",0,134.291070971006,NA,NA,NA,NA,NA,NA,NA,NA,134.291070971006,NA,1,"baae"
"151","BAAE26","BAAE","large",0,125.671868362966,NA,NA,NA,NA,NA,NA,NA,NA,125.671868362966,NA,1,"baae"
"152","BAAE31","BAAE","large",0,230.481213124175,NA,NA,NA,NA,NA,NA,NA,NA,230.481213124175,NA,1,"baae"
"153","BAAE216","BAAE","large",0,111.409849847403,NA,NA,NA,NA,NA,NA,NA,NA,111.409849847403,NA,1,"baae"
"154","BAAE23","BAAE","large",0,141.316774157274,NA,NA,NA,NA,NA,NA,NA,NA,141.316774157274,NA,1,"baae"
"155","BAAE311","BAAE","large",0,193.620114280384,NA,NA,NA,NA,NA,NA,NA,NA,193.620114280384,NA,1,"baae"
"156","BAAE39","BAAE","large",0,149.38759043064,NA,NA,NA,NA,NA,NA,NA,NA,149.38759043064,NA,1,"baae"
"157","BAAE315","BAAE","large",0,147.194045091941,NA,NA,NA,NA,NA,NA,NA,NA,147.194045091941,NA,1,"baae"
"158","BAAE13","BAAE","large",0,113.241778110338,NA,NA,NA,NA,NA,NA,NA,NA,113.241778110338,NA,1,"baae"
"159","BAAE15","BAAE","large",0,102.111125042048,NA,NA,NA,NA,NA,NA,NA,NA,102.111125042048,NA,1,"baae"
"160","BAAE215","BAAE","large",0,104.535151593871,NA,NA,NA,NA,NA,NA,NA,NA,104.535151593871,NA,1,"baae"
"161","BAAE212","BAAE","large",0,105.588212309008,NA,NA,NA,NA,NA,NA,NA,NA,105.588212309008,NA,1,"baae"
"162","BAAE36","BAAE","large",0,207.599992000571,NA,NA,NA,NA,NA,NA,NA,NA,207.599992000571,NA,1,"baae"
"163","BAAE37","BAAE","large",0,218.694880742687,NA,NA,NA,NA,NA,NA,NA,NA,218.694880742687,NA,1,"baae"
"164","BAAE111","BAAE","large",0,81.1850204159809,NA,NA,NA,NA,NA,NA,NA,NA,81.1850204159809,NA,1,"baae"
"165","BAAE19","BAAE","large",0,86.9788412562403,NA,NA,NA,NA,NA,NA,NA,NA,86.9788412562403,NA,1,"baae"
"166","BAAE16","BAAE","large",0,99.5559626275854,NA,NA,NA,NA,NA,NA,NA,NA,99.5559626275854,NA,1,"baae"
"167","BAAE12","BAAE","large",0,124.789681650663,NA,NA,NA,NA,NA,NA,NA,NA,124.789681650663,NA,1,"baae"
"168","BAAE27","BAAE","large",0,116.83410598386,NA,NA,NA,NA,NA,NA,NA,NA,116.83410598386,NA,1,"baae"
"169","BAAE312","BAAE","large",0,139.691484223347,NA,NA,NA,NA,NA,NA,NA,NA,139.691484223347,NA,1,"baae"
"170","BAAE110","BAAE","large",0,76.1978838216561,NA,NA,NA,NA,NA,NA,NA,NA,76.1978838216561,NA,1,"baae"
"171","BAAE34","BAAE","large",0,229.527497759523,NA,NA,NA,NA,NA,NA,NA,NA,229.527497759523,NA,1,"baae"
"172","BAAE18","BAAE","large",0,92.2441448319219,NA,NA,NA,NA,NA,NA,NA,NA,92.2441448319219,NA,1,"baae"
"173","BAAE29","BAAE","large",0,109.657397864855,NA,NA,NA,NA,NA,NA,NA,NA,109.657397864855,NA,1,"baae"
"174","BAAE112","BAAE","large",0,73.5592713127862,NA,NA,NA,NA,NA,NA,NA,NA,73.5592713127862,NA,1,"baae"
"175","BAAE313","BAAE","large",0,139.532531662572,NA,NA,NA,NA,NA,NA,NA,NA,139.532531662572,NA,1,"baae"
"176","BAAE113","BAAE","large",0,66.9945305527666,NA,NA,NA,NA,NA,NA,NA,NA,66.9945305527666,NA,1,"baae"
"177","BAAE21","BAAE","large",0,155.244992295209,NA,NA,NA,NA,NA,NA,NA,NA,155.244992295209,NA,1,"baae"
"178","BAAE24","BAAE","large",0,134.302992413064,NA,NA,NA,NA,NA,NA,NA,NA,134.302992413064,NA,1,"baae"
"179","BAAE14","BAAE","large",0,103.490038506774,NA,NA,NA,NA,NA,NA,NA,NA,103.490038506774,NA,1,"baae"
"180","BAAE210","BAAE","large",0,115.022046791021,NA,NA,NA,NA,NA,NA,NA,NA,115.022046791021,NA,1,"baae"
"181","BAAE11","BAAE","large",0,141.968479656453,NA,NA,NA,NA,NA,NA,NA,NA,141.968479656453,NA,1,"baae"
"182","BAAE17","BAAE","large",0,96.496125832661,NA,NA,NA,NA,NA,NA,NA,NA,96.496125832661,NA,1,"baae"
"183","BAAE310","BAAE","large",0,177.442717407479,NA,NA,NA,NA,NA,NA,NA,NA,177.442717407479,NA,1,"baae"
"184","BAAE213","BAAE","large",0,104.102005865759,NA,NA,NA,NA,NA,NA,NA,NA,104.102005865759,NA,1,"baae"
"185","BAAE22","BAAE","large",0,189.169442578676,NA,NA,NA,NA,NA,NA,NA,NA,189.169442578676,NA,1,"baae"
"186","EUSC16","EUSC","large",0,100.085306647593,NA,NA,NA,NA,NA,NA,NA,NA,100.085306647593,NA,1,"eusc"
"187","EUSC19","EUSC","large",0,146.434141255532,NA,NA,NA,NA,NA,NA,NA,NA,146.434141255532,NA,1,"eusc"
"188","EUSC113","EUSC","large",0,179.287652136462,NA,NA,NA,NA,NA,NA,NA,NA,179.287652136462,NA,1,"eusc"
"189","EUSC212","EUSC","large",0,163.928238499358,NA,NA,NA,NA,NA,NA,NA,NA,163.928238499358,NA,1,"eusc"
"190","EUSC31","EUSC","large",0,212.265722020602,NA,NA,NA,NA,NA,NA,NA,NA,212.265722020602,NA,1,"eusc"
"191","EUSC35","EUSC","large",0,198.697380946885,NA,NA,NA,NA,NA,NA,NA,NA,198.697380946885,NA,1,"eusc"
"192","EUSC213","EUSC","large",0,159.938055258623,NA,NA,NA,NA,NA,NA,NA,NA,159.938055258623,NA,1,"eusc"
"193","EUSC13","EUSC","large",0,91.8944784020795,NA,NA,NA,NA,NA,NA,NA,NA,91.8944784020795,NA,1,"eusc"
"194","EUSC110","EUSC","large",0,166.230432489707,NA,NA,NA,NA,NA,NA,NA,NA,166.230432489707,NA,1,"eusc"
"195","EUSC15","EUSC","large",0,99.0201124132527,NA,NA,NA,NA,NA,NA,NA,NA,99.0201124132527,NA,1,"eusc"
"196","EUSC28","EUSC","large",0,145.514981714609,NA,NA,NA,NA,NA,NA,NA,NA,145.514981714609,NA,1,"eusc"
"197","EUSC25","EUSC","large",0,126.345780634521,NA,NA,NA,NA,NA,NA,NA,NA,126.345780634521,NA,1,"eusc"
"198","EUSC21","EUSC","large",0,107.92822871173,NA,NA,NA,NA,NA,NA,NA,NA,107.92822871173,NA,1,"eusc"
"199","EUSC11","EUSC","large",0,86.637229439044,NA,NA,NA,NA,NA,NA,NA,NA,86.637229439044,NA,1,"eusc"
"200","EUSC112","EUSC","large",0,181.817488443021,NA,NA,NA,NA,NA,NA,NA,NA,181.817488443021,NA,1,"eusc"
"201","EUSC111","EUSC","large",0,182.027950207064,NA,NA,NA,NA,NA,NA,NA,NA,182.027950207064,NA,1,"eusc"
"202","EUSC116","EUSC","large",0,187.542907452601,NA,NA,NA,NA,NA,NA,NA,NA,187.542907452601,NA,1,"eusc"
"203","EUSC34","EUSC","large",0,204.650442272675,NA,NA,NA,NA,NA,NA,NA,NA,204.650442272675,NA,1,"eusc"
"204","EUSC114","EUSC","large",0,211.011541712426,NA,NA,NA,NA,NA,NA,NA,NA,211.011541712426,NA,1,"eusc"
"205","EUSC29","EUSC","large",0,151.790178393526,NA,NA,NA,NA,NA,NA,NA,NA,151.790178393526,NA,1,"eusc"
"206","EUSC312","EUSC","large",0,249.410075805186,NA,NA,NA,NA,NA,NA,NA,NA,249.410075805186,NA,1,"eusc"
"207","EUSC216","EUSC","large",0,172.862125626085,NA,NA,NA,NA,NA,NA,NA,NA,172.862125626085,NA,1,"eusc"
"208","EUSC311","EUSC","large",0,234.162335757166,NA,NA,NA,NA,NA,NA,NA,NA,234.162335757166,NA,1,"eusc"
"209","EUSC32","EUSC","large",0,191.485844174878,NA,NA,NA,NA,NA,NA,NA,NA,191.485844174878,NA,1,"eusc"
