"","unique","species","size","time","totalSampleDryMass","density","fruiting","insects","drill","bark_density","xylem_density","total_density","notes","timeZeroMass","timeZeroDensity","pmr","SpeciesCode"
"454","PELI12","PELI","large",0,272.003327118009,NA,NA,NA,NA,NA,NA,NA,NA,272.003327118009,NA,1,"peli"
"455","PELI14","PELI","large",0,222.178458398596,NA,NA,NA,NA,NA,NA,NA,NA,222.178458398596,NA,1,"peli"
"456","PELI311","PELI","large",0,172.571839638317,NA,NA,NA,NA,NA,NA,NA,NA,172.571839638317,NA,1,"peli"
"457","PELI23","PELI","large",0,107.794187133345,NA,NA,NA,NA,NA,NA,NA,NA,107.794187133345,NA,1,"peli"
"458","PELI25","PELI","large",0,94.2360738183513,NA,NA,NA,NA,NA,NA,NA,NA,94.2360738183513,NA,1,"peli"
"459","PELI36","PELI","large",0,205.192223774275,NA,NA,NA,NA,NA,NA,NA,NA,205.192223774275,NA,1,"peli"
"460","PELI117","PELI","large",0,302.893681090098,NA,NA,NA,NA,NA,NA,NA,NA,302.893681090098,NA,1,"peli"
"461","PELI116","PELI","large",0,200.284261278623,NA,NA,NA,NA,NA,NA,NA,NA,200.284261278623,NA,1,"peli"
"462","PELI313","PELI","large",0,169.585541416993,NA,NA,NA,NA,NA,NA,NA,NA,169.585541416993,NA,1,"peli"
"463","PELI31","PELI","large",0,205.096406719045,NA,NA,NA,NA,NA,NA,NA,NA,205.096406719045,NA,1,"peli"
"464","PELI11","PELI","large",0,279.791124440285,NA,NA,NA,NA,NA,NA,NA,NA,279.791124440285,NA,1,"peli"
"465","PELI16","PELI","large",0,208.450003652083,NA,NA,NA,NA,NA,NA,NA,NA,208.450003652083,NA,1,"peli"
"466","PELI34","PELI","large",0,210.126802118601,NA,NA,NA,NA,NA,NA,NA,NA,210.126802118601,NA,1,"peli"
"467","PELI110","PELI","large",0,186.832611358329,NA,NA,NA,NA,NA,NA,NA,NA,186.832611358329,NA,1,"peli"
"468","PELI35","PELI","large",0,211.239344593212,NA,NA,NA,NA,NA,NA,NA,NA,211.239344593212,NA,1,"peli"
"469","PELI24","PELI","large",0,138.482260655505,NA,NA,NA,NA,NA,NA,NA,NA,138.482260655505,NA,1,"peli"
"470","PELI118","PELI","large",0,189.084312156225,NA,NA,NA,NA,NA,NA,NA,NA,189.084312156225,NA,1,"peli"
"471","PELI114","PELI","large",0,172.103400701639,NA,NA,NA,NA,NA,NA,NA,NA,172.103400701639,NA,1,"peli"
"472","PELI115","PELI","large",0,254.46348284125,NA,NA,NA,NA,NA,NA,NA,NA,254.46348284125,NA,1,"peli"
"473","PELI38","PELI","large",0,209.365588846499,NA,NA,NA,NA,NA,NA,NA,NA,209.365588846499,NA,1,"peli"
"474","PELI32","PELI","large",0,239.382942982052,NA,NA,NA,NA,NA,NA,NA,NA,239.382942982052,NA,1,"peli"
"475","PELI22","PELI","large",0,108.070991959564,NA,NA,NA,NA,NA,NA,NA,NA,108.070991959564,NA,1,"peli"
"476","PELI15","PELI","large",0,224.499360403047,NA,NA,NA,NA,NA,NA,NA,NA,224.499360403047,NA,1,"peli"
"477","PELI39","PELI","large",0,165.348298307949,NA,NA,NA,NA,NA,NA,NA,NA,165.348298307949,NA,1,"peli"
"478","PELI312","PELI","large",0,167.190115036252,NA,NA,NA,NA,NA,NA,NA,NA,167.190115036252,NA,1,"peli"
"479","PELI13","PELI","large",0,244.679496868357,NA,NA,NA,NA,NA,NA,NA,NA,244.679496868357,NA,1,"peli"
"480","PELI21","PELI","large",0,108.236010221349,NA,NA,NA,NA,NA,NA,NA,NA,108.236010221349,NA,1,"peli"
"481","PELI112","PELI","large",0,180.322374772448,NA,NA,NA,NA,NA,NA,NA,NA,180.322374772448,NA,1,"peli"
"482","PELI310","PELI","large",0,168.957407388266,NA,NA,NA,NA,NA,NA,NA,NA,168.957407388266,NA,1,"peli"
"483","PELI111","PELI","large",0,171.980967797734,NA,NA,NA,NA,NA,NA,NA,NA,171.980967797734,NA,1,"peli"
"484","PELI37","PELI","large",0,185.629574998223,NA,NA,NA,NA,NA,NA,NA,NA,185.629574998223,NA,1,"peli"
"485","PELI18","PELI","large",0,181.775600110098,NA,NA,NA,NA,NA,NA,NA,NA,181.775600110098,NA,1,"peli"
"486","PELI19","PELI","large",0,198.767157904154,NA,NA,NA,NA,NA,NA,NA,NA,198.767157904154,NA,1,"peli"
"487","PEPU23","PEPU","large",0,186.975913484962,NA,NA,NA,NA,NA,NA,NA,NA,186.975913484962,NA,1,"pepu"
"488","PEPU24","PEPU","large",0,183.937601449904,NA,NA,NA,NA,NA,NA,NA,NA,183.937601449904,NA,1,"pepu"
"489","PEPU210","PEPU","large",0,189.104328220555,NA,NA,NA,NA,NA,NA,NA,NA,189.104328220555,NA,1,"pepu"
"490","PEPU34","PEPU","large",0,164.100776114182,NA,NA,NA,NA,NA,NA,NA,NA,164.100776114182,NA,1,"pepu"
"491","PEPU26","PEPU","large",0,183.07027244515,NA,NA,NA,NA,NA,NA,NA,NA,183.07027244515,NA,1,"pepu"
"492","PEPU21","PEPU","large",0,198.336327136187,NA,NA,NA,NA,NA,NA,NA,NA,198.336327136187,NA,1,"pepu"
"493","PEPU13","PEPU","large",0,155.480696435032,NA,NA,NA,NA,NA,NA,NA,NA,155.480696435032,NA,1,"pepu"
"494","PEPU15","PEPU","large",0,174.599181797492,NA,NA,NA,NA,NA,NA,NA,NA,174.599181797492,NA,1,"pepu"
"495","PEPU212","PEPU","large",0,135.558734509886,NA,NA,NA,NA,NA,NA,NA,NA,135.558734509886,NA,1,"pepu"
"496","PEPU36","PEPU","large",0,156.060689450481,NA,NA,NA,NA,NA,NA,NA,NA,156.060689450481,NA,1,"pepu"
"497","PEPU11","PEPU","large",0,200.353000098161,NA,NA,NA,NA,NA,NA,NA,NA,200.353000098161,NA,1,"pepu"
"498","PEPU38","PEPU","large",0,136.857067498598,NA,NA,NA,NA,NA,NA,NA,NA,136.857067498598,NA,1,"pepu"
"499","PEPU35","PEPU","large",0,174.269277513475,NA,NA,NA,NA,NA,NA,NA,NA,174.269277513475,NA,1,"pepu"
"500","PEPU111","PEPU","large",0,109.868768651285,NA,NA,NA,NA,NA,NA,NA,NA,109.868768651285,NA,1,"pepu"
"501","PEPU37","PEPU","large",0,145.243021556832,NA,NA,NA,NA,NA,NA,NA,NA,145.243021556832,NA,1,"pepu"
"502","PEPU110","PEPU","large",0,133.158946895506,NA,NA,NA,NA,NA,NA,NA,NA,133.158946895506,NA,1,"pepu"
"503","PEPU12","PEPU","large",0,174.902480897314,NA,NA,NA,NA,NA,NA,NA,NA,174.902480897314,NA,1,"pepu"
"504","PEPU310","PEPU","large",0,151.026988600805,NA,NA,NA,NA,NA,NA,NA,NA,151.026988600805,NA,1,"pepu"
"505","PEPU19","PEPU","large",0,189.567258425546,NA,NA,NA,NA,NA,NA,NA,NA,189.567258425546,NA,1,"pepu"
"506","PEPU33","PEPU","large",0,164.888289566351,NA,NA,NA,NA,NA,NA,NA,NA,164.888289566351,NA,1,"pepu"
"507","PEPU22","PEPU","large",0,189.455516651927,NA,NA,NA,NA,NA,NA,NA,NA,189.455516651927,NA,1,"pepu"
"508","PEPU211","PEPU","large",0,146.695664613874,NA,NA,NA,NA,NA,NA,NA,NA,146.695664613874,NA,1,"pepu"
"509","PEPU18","PEPU","large",0,158.896802085658,NA,NA,NA,NA,NA,NA,NA,NA,158.896802085658,NA,1,"pepu"
"510","PEPU311","PEPU","large",0,171.427843841459,NA,NA,NA,NA,NA,NA,NA,NA,171.427843841459,NA,1,"pepu"
"511","PEPU28","PEPU","large",0,170.01244804229,NA,NA,NA,NA,NA,NA,NA,NA,170.01244804229,NA,1,"pepu"
"512","PEPU113","PEPU","large",0,110.517935145641,NA,NA,NA,NA,NA,NA,NA,NA,110.517935145641,NA,1,"pepu"
"513","PEPU17","PEPU","large",0,147.855650644772,NA,NA,NA,NA,NA,NA,NA,NA,147.855650644772,NA,1,"pepu"
"514","PEPU213","PEPU","large",0,138.506588918682,NA,NA,NA,NA,NA,NA,NA,NA,138.506588918682,NA,1,"pepu"
"515","PEPU25","PEPU","large",0,181.170662293634,NA,NA,NA,NA,NA,NA,NA,NA,181.170662293634,NA,1,"pepu"
"516","PEPU14","PEPU","large",0,159.019185932955,NA,NA,NA,NA,NA,NA,NA,NA,159.019185932955,NA,1,"pepu"
"517","PEPU114","PEPU","large",0,121.915596054738,NA,NA,NA,NA,NA,NA,NA,NA,121.915596054738,NA,1,"pepu"
"518","PEPU32","PEPU","large",0,175.125964444551,NA,NA,NA,NA,NA,NA,NA,NA,175.125964444551,NA,1,"pepu"
"519","PEPU27","PEPU","large",0,207.089432736311,NA,NA,NA,NA,NA,NA,NA,NA,207.089432736311,NA,1,"pepu"
"520","PEPU31","PEPU","large",0,193.217489697087,NA,NA,NA,NA,NA,NA,NA,NA,193.217489697087,NA,1,"pepu"
"521","PEPU39","PEPU","large",0,143.444511105256,NA,NA,NA,NA,NA,NA,NA,NA,143.444511105256,NA,1,"pepu"
"522","PEPU112","PEPU","large",0,104.207185454609,NA,NA,NA,NA,NA,NA,NA,NA,104.207185454609,NA,1,"pepu"
"523","PEPU29","PEPU","large",0,179.036926521202,NA,NA,NA,NA,NA,NA,NA,NA,179.036926521202,NA,1,"pepu"
"524","PEPU16","PEPU","large",0,177.871619453465,NA,NA,NA,NA,NA,NA,NA,NA,177.871619453465,NA,1,"pepu"
"525","acel5f","acel","small",0,7.63700634492904,NA,NA,NA,NA,NA,NA,NA,NA,7.63700634492904,NA,1,"acel"
"526","acel5a","acel","small",0,4.79486300290203,NA,NA,NA,NA,NA,NA,NA,NA,4.79486300290203,NA,1,"acel"
"527","acel2b","acel","small",0,5.00217228196753,NA,NA,NA,NA,NA,NA,NA,NA,5.00217228196753,NA,1,"acel"
"528","acel1b","acel","small",0,6.00528169680059,NA,NA,NA,NA,NA,NA,NA,NA,6.00528169680059,NA,1,"acel"
"529","acel2c","acel","small",0,4.86842435998979,NA,NA,NA,NA,NA,NA,NA,NA,4.86842435998979,NA,1,"acel"
"530","acel5k","acel","small",0,14.036844411564,NA,NA,NA,NA,NA,NA,NA,NA,14.036844411564,NA,1,"acel"
"531","acel2e","acel","small",0,5.08242103515417,NA,NA,NA,NA,NA,NA,NA,NA,5.08242103515417,NA,1,"acel"
"532","acel5l","acel","small",0,12.0306255818978,NA,NA,NA,NA,NA,NA,NA,NA,12.0306255818978,NA,1,"acel"
"533","acel1h","acel","small",0,9.38910412283745,NA,NA,NA,NA,NA,NA,NA,NA,9.38910412283745,NA,1,"acel"
"534","acel2f","acel","small",0,4.62099070433097,NA,NA,NA,NA,NA,NA,NA,NA,4.62099070433097,NA,1,"acel"
"535","acel5h","acel","small",0,7.33607352047912,NA,NA,NA,NA,NA,NA,NA,NA,7.33607352047912,NA,1,"acel"
"536","acel2g","acel","small",0,4.94867311317643,NA,NA,NA,NA,NA,NA,NA,NA,4.94867311317643,NA,1,"acel"
"537","acel5d","acel","small",0,5.24960593762635,NA,NA,NA,NA,NA,NA,NA,NA,5.24960593762635,NA,1,"acel"
"538","acel1a","acel","small",0,5.03560926246197,NA,NA,NA,NA,NA,NA,NA,NA,5.03560926246197,NA,1,"acel"
"539","acel5e","acel","small",0,6.33965150174495,NA,NA,NA,NA,NA,NA,NA,NA,6.33965150174495,NA,1,"acel"
"540","acel1k","acel","small",0,9.60310079800184,NA,NA,NA,NA,NA,NA,NA,NA,9.60310079800184,NA,1,"acel"
"541","acel1l","acel","small",0,9.52953944091408,NA,NA,NA,NA,NA,NA,NA,NA,9.52953944091408,NA,1,"acel"
"542","acel1c","acel","small",0,7.62363155273126,NA,NA,NA,NA,NA,NA,NA,NA,7.62363155273126,NA,1,"acel"
"543","acel1f","acel","small",0,8.6401157597621,NA,NA,NA,NA,NA,NA,NA,NA,8.6401157597621,NA,1,"acel"
"544","acel2a","acel","small",0,4.18630995790331,NA,NA,NA,NA,NA,NA,NA,NA,4.18630995790331,NA,1,"acel"
"545","acel1d","acel","small",0,8.41274429239994,NA,NA,NA,NA,NA,NA,NA,NA,8.41274429239994,NA,1,"acel"
"546","acel5c","acel","small",0,5.28973031421967,NA,NA,NA,NA,NA,NA,NA,NA,5.28973031421967,NA,1,"acel"
"547","acel2i","acel","small",0,4.66111508092429,NA,NA,NA,NA,NA,NA,NA,NA,4.66111508092429,NA,1,"acel"
"548","acel2h","acel","small",0,4.96204790537421,NA,NA,NA,NA,NA,NA,NA,NA,4.96204790537421,NA,1,"acel"
"549","acel5j","acel","small",0,7.72394249421457,NA,NA,NA,NA,NA,NA,NA,NA,7.72394249421457,NA,1,"acel"
"550","acel1e","acel","small",0,8.16531063674112,NA,NA,NA,NA,NA,NA,NA,NA,8.16531063674112,NA,1,"acel"
"551","acel2d","acel","small",0,4.71461424971539,NA,NA,NA,NA,NA,NA,NA,NA,4.71461424971539,NA,1,"acel"
"552","acel5i","acel","small",0,7.47650883855575,NA,NA,NA,NA,NA,NA,NA,NA,7.47650883855575,NA,1,"acel"
"553","acel1g","acel","small",0,8.35924512360884,NA,NA,NA,NA,NA,NA,NA,NA,8.35924512360884,NA,1,"acel"
"554","acel2l","acel","small",0,5.9517825280095,NA,NA,NA,NA,NA,NA,NA,NA,5.9517825280095,NA,1,"acel"
"555","acel5b","acel","small",0,5.17604458053859,NA,NA,NA,NA,0.63288769236723,0.570821529745043,0.540780031317362,NA,5.17604458053859,NA,1,"acel"
"556","acel5g","acel","small",0,8.17199803284,NA,NA,NA,NA,NA,NA,0.453779899814492,NA,8.17199803284,NA,1,"acel"
"557","acel2k","acel","small",0,5.46360261279074,NA,NA,NA,NA,NA,NA,0.477188900801571,NA,5.46360261279074,NA,1,"acel"
"558","acel1i","acel","small",0,9.60310079800184,NA,NA,NA,NA,0.502947502748265,0.560200668896321,0.512711255635157,NA,9.60310079800184,NA,1,"acel"
"559","acel1j","acel","small",0,9.30885536965081,NA,NA,NA,NA,0.563536174709893,0.545840407470289,0.485234487729537,NA,9.30885536965081,NA,1,"acel"
"560","acel2j","acel","small",0,5.00885967806642,NA,NA,NA,NA,NA,NA,0.464485113578705,NA,5.00885967806642,NA,1,"acel"
"561","acpa4k","acpa","small",0,9.45674340868226,NA,NA,NA,NA,NA,NA,NA,NA,9.45674340868226,NA,1,"acpa"
"562","acpa3e","acpa","small",0,12.3960014951646,NA,NA,NA,NA,NA,NA,NA,NA,12.3960014951646,NA,1,"acpa"
"563","acpa4c","acpa","small",0,16.2489854650534,NA,NA,NA,NA,NA,NA,NA,NA,16.2489854650534,NA,1,"acpa"
"564","acpa4b","acpa","small",0,12.3640530377028,NA,NA,NA,NA,NA,NA,NA,NA,12.3640530377028,NA,1,"acpa"
"565","acpa4d","acpa","small",0,16.7984989333957,NA,NA,NA,NA,NA,NA,NA,NA,16.7984989333957,NA,1,"acpa"
"566","acpa3i","acpa","small",0,12.7985520591828,NA,NA,NA,NA,NA,NA,NA,NA,12.7985520591828,NA,1,"acpa"
"567","acpa3d","acpa","small",0,12.9071768145528,NA,NA,NA,NA,NA,NA,NA,NA,12.9071768145528,NA,1,"acpa"
"568","acpa3k","acpa","small",0,6.40247087533758,NA,NA,NA,NA,NA,NA,NA,NA,6.40247087533758,NA,1,"acpa"
"569","acpa4f","acpa","small",0,17.8464083381416,NA,NA,NA,NA,NA,NA,NA,NA,17.8464083381416,NA,1,"acpa"
"570","acpa3c","acpa","small",0,11.6547972820516,NA,NA,NA,NA,NA,NA,NA,NA,11.6547972820516,NA,1,"acpa"
"571","acpa3b","acpa","small",0,10.8496961540152,NA,NA,NA,NA,NA,NA,NA,NA,10.8496961540152,NA,1,"acpa"
"572","acpa1d","acpa","small",0,10.5813291113364,NA,NA,NA,NA,NA,NA,NA,NA,10.5813291113364,NA,1,"acpa"
"573","acpa1a","acpa","small",0,10.773019856107,NA,NA,NA,NA,NA,NA,NA,NA,10.773019856107,NA,1,"acpa"
"574","acpa4g","acpa","small",0,14.9454884006134,NA,NA,NA,NA,NA,NA,NA,NA,14.9454884006134,NA,1,"acpa"
"575","acpa1g","acpa","small",0,6.05103784325818,NA,NA,NA,NA,NA,NA,NA,NA,6.05103784325818,NA,1,"acpa"
"576","acpa3f","acpa","small",0,12.2618179738252,NA,NA,NA,NA,NA,NA,NA,NA,12.2618179738252,NA,1,"acpa"
"577","acpa1e","acpa","small",0,17.2905051783069,NA,NA,NA,NA,NA,NA,NA,NA,17.2905051783069,NA,1,"acpa"
"578","acpa3a","acpa","small",0,9.84012489822343,NA,NA,NA,NA,NA,NA,NA,NA,9.84012489822343,NA,1,"acpa"
"579","acpa3l","acpa","small",0,6.84974927980229,NA,NA,NA,NA,NA,NA,NA,NA,6.84974927980229,NA,1,"acpa"
"580","acpa1k","acpa","small",0,8.5430175252758,NA,NA,NA,NA,NA,NA,NA,NA,8.5430175252758,NA,1,"acpa"
"581","acpa1c","acpa","small",0,17.2457773378604,NA,NA,NA,NA,NA,NA,NA,NA,17.2457773378604,NA,1,"acpa"
"582","acpa1i","acpa","small",0,7.62290195037698,NA,NA,NA,NA,NA,NA,NA,NA,7.62290195037698,NA,1,"acpa"
"583","acpa4e","acpa","small",0,18.0956063063434,NA,NA,NA,NA,NA,NA,NA,NA,18.0956063063434,NA,1,"acpa"
"584","acpa4h","acpa","small",0,8.83694333392403,NA,NA,NA,NA,NA,NA,NA,NA,8.83694333392403,NA,1,"acpa"
"585","acpa4l","acpa","small",0,12.4471190271034,NA,NA,NA,NA,NA,NA,NA,NA,12.4471190271034,NA,1,"acpa"
"586","acpa4i","acpa","small",0,9.8848527386699,NA,NA,NA,NA,NA,NA,NA,NA,9.8848527386699,NA,1,"acpa"
"587","acpa4a","acpa","small",0,12.0190096971158,NA,NA,NA,NA,NA,NA,NA,NA,12.0190096971158,NA,1,"acpa"
"588","acpa4j","acpa","small",0,10.6707847922293,NA,NA,NA,NA,NA,NA,NA,NA,10.6707847922293,NA,1,"acpa"
"589","acpa1b","acpa","small",0,10.8433064625228,NA,NA,NA,NA,NA,NA,NA,NA,10.8433064625228,NA,1,"acpa"
"590","acpa1j","acpa","small",0,7.90404837604051,NA,NA,NA,NA,NA,NA,NA,NA,7.90404837604051,NA,1,"acpa"
"591","acpa1f","acpa","small",0,19.194633243028,NA,NA,NA,NA,NA,NA,0.660636675130115,NA,19.194633243028,NA,1,"acpa"
"592","acpa3h","acpa","small",0,13.5397562722958,NA,NA,NA,NA,0.619905213996891,0.730650154798762,0.640020694977008,NA,13.5397562722958,NA,1,"acpa"
"593","acpa3j","acpa","small",0,6.13410383265876,NA,NA,NA,NA,0.561056758663797,0.665557404326123,0.573536039301791,NA,6.13410383265876,NA,1,"acpa"
"594","acpa1h","acpa","small",0,6.66444822652405,NA,NA,NA,NA,NA,NA,0.652918132758349,NA,6.66444822652405,NA,1,"acpa"
"595","acpa3g","acpa","small",0,12.6643685378434,NA,NA,NA,NA,0.676519517540203,0.703786191536748,0.635575648896105,NA,12.6643685378434,NA,1,"acpa"
"596","acpa1l","acpa","small",0,8.38327523796698,NA,NA,NA,NA,NA,NA,0.612623191606976,NA,8.38327523796698,NA,1,"acpa"
"597","alli3d","alli","small",0,7.02373827659002,NA,NA,NA,NA,NA,NA,NA,NA,7.02373827659002,NA,1,"alli"
"598","alli2h","alli","small",0,16.4694552692456,NA,NA,NA,NA,NA,NA,NA,NA,16.4694552692456,NA,1,"alli"
"599","alli1c","alli","small",0,17.9286974456751,NA,NA,NA,NA,NA,NA,NA,NA,17.9286974456751,NA,1,"alli"
"600","alli1a","alli","small",0,13.7326193200915,NA,NA,NA,NA,NA,NA,NA,NA,13.7326193200915,NA,1,"alli"
"601","alli2e","alli","small",0,9.67580497068177,NA,NA,NA,NA,NA,NA,NA,NA,9.67580497068177,NA,1,"alli"
"602","alli2b","alli","small",0,11.9464100169932,NA,NA,NA,NA,NA,NA,NA,NA,11.9464100169932,NA,1,"alli"
"603","alli2a","alli","small",0,6.03072700300316,NA,NA,NA,NA,NA,NA,NA,NA,6.03072700300316,NA,1,"alli"
"604","alli2c","alli","small",0,7.43547465832116,NA,NA,NA,NA,NA,NA,NA,NA,7.43547465832116,NA,1,"alli"
"605","alli2f","alli","small",0,6.5756722141179,NA,NA,NA,NA,NA,NA,NA,NA,6.5756722141179,NA,1,"alli"
"606","alli1f","alli","small",0,9.29434332290145,NA,NA,NA,NA,NA,NA,NA,NA,9.29434332290145,NA,1,"alli"
"607","alli1d","alli","small",0,8.9007717815408,NA,NA,NA,NA,NA,NA,NA,NA,8.9007717815408,NA,1,"alli"
"608","alli2l","alli","small",0,17.5169610639439,NA,NA,NA,NA,NA,NA,NA,NA,17.5169610639439,NA,1,"alli"
"609","alli1j","alli","small",0,11.1592669342719,NA,NA,NA,NA,NA,NA,NA,NA,11.1592669342719,NA,1,"alli"
"610","alli1h","alli","small",0,10.1178160863637,NA,NA,NA,NA,NA,NA,NA,NA,10.1178160863637,NA,1,"alli"
"611","alli2d","alli","small",0,6.67255136276052,NA,NA,NA,NA,NA,NA,NA,NA,6.67255136276052,NA,1,"alli"
"612","alli1b","alli","small",0,7.52629886017362,NA,NA,NA,NA,NA,NA,NA,NA,7.52629886017362,NA,1,"alli"
"613","alli3c","alli","small",0,11.9282451766227,NA,NA,NA,NA,NA,NA,NA,NA,11.9282451766227,NA,1,"alli"
"614","alli3g","alli","small",0,9.80901380006538,NA,NA,NA,NA,NA,NA,NA,NA,9.80901380006538,NA,1,"alli"
"615","alli2g","alli","small",0,10.3963436387113,NA,NA,NA,NA,NA,NA,NA,NA,10.3963436387113,NA,1,"alli"
"616","alli1g","alli","small",0,15.9729496324521,NA,NA,NA,NA,NA,NA,NA,NA,15.9729496324521,NA,1,"alli"
"617","alli1i","alli","small",0,8.39821119795721,NA,NA,NA,NA,NA,NA,NA,NA,8.39821119795721,NA,1,"alli"
"618","alli3l","alli","small",0,19.6240825469209,NA,NA,NA,NA,NA,NA,NA,NA,19.6240825469209,NA,1,"alli"
"619","alli3b","alli","small",0,11.1108273599506,NA,NA,NA,NA,NA,NA,NA,NA,11.1108273599506,NA,1,"alli"
"620","alli1e","alli","small",0,9.16718944030801,NA,NA,NA,NA,NA,NA,NA,NA,9.16718944030801,NA,1,"alli"
"621","alli3j","alli","small",0,9.7545192789539,NA,NA,NA,NA,NA,NA,NA,NA,9.7545192789539,NA,1,"alli"
"622","alli3a","alli","small",0,10.8928492755047,NA,NA,NA,NA,NA,NA,NA,NA,10.8928492755047,NA,1,"alli"
"623","alli2j","alli","small",0,9.39727741833424,NA,NA,NA,NA,NA,NA,NA,NA,9.39727741833424,NA,1,"alli"
"624","alli3f","alli","small",0,12.9575861309506,NA,NA,NA,NA,NA,NA,NA,NA,12.9575861309506,NA,1,"alli"
"625","alli1l","alli","small",0,9.1853542806785,NA,NA,NA,NA,NA,NA,NA,NA,9.1853542806785,NA,1,"alli"
"626","alli3i","alli","small",0,8.94315640907195,NA,NA,NA,NA,NA,NA,NA,NA,8.94315640907195,NA,1,"alli"
"627","alli2i","alli","small",0,11.9948495913145,NA,NA,NA,NA,0.486801431082081,0.552982456140351,0.491346111857248,NA,11.9948495913145,NA,1,"alli"
"628","alli3h","alli","small",0,18.4009832953078,NA,NA,NA,NA,0.665267566172069,0.647058823529412,0.621355030045164,NA,18.4009832953078,NA,1,"alli"
"629","alli2k","alli","small",0,12.0553990592162,NA,NA,NA,NA,NA,NA,0.543641123152382,NA,12.0553990592162,NA,1,"alli"
"630","alli3e","alli","small",0,12.4974101748981,NA,NA,NA,NA,NA,NA,0.606296469234936,NA,12.4974101748981,NA,1,"alli"
"631","alli1k","alli","small",0,11.9221902298325,NA,NA,NA,NA,0.855523363247572,0.656364974245769,0.64615594827813,NA,11.9221902298325,NA,1,"alli"
"632","alli3k","alli","small",0,18.5402470714816,NA,NA,NA,NA,NA,NA,0.624027622539957,NA,18.5402470714816,NA,1,"alli"
"633","anba2j","anba","small",0,3.95062295486255,NA,NA,NA,NA,NA,NA,NA,NA,3.95062295486255,NA,1,"anba"
"634","anba1l","anba","small",0,8.87939189579837,NA,NA,NA,NA,NA,NA,NA,NA,8.87939189579837,NA,1,"anba"
"635","anba2f","anba","small",0,8.96633820567154,NA,NA,NA,NA,NA,NA,NA,NA,8.96633820567154,NA,1,"anba"
"636","anba1h","anba","small",0,7.81429959985193,NA,NA,NA,NA,NA,NA,NA,NA,7.81429959985193,NA,1,"anba"
"637","anba3a","anba","small",0,3.55936456043325,NA,NA,NA,NA,NA,NA,NA,NA,3.55936456043325,NA,1,"anba"
"638","anba3e","anba","small",0,3.38547194068689,NA,NA,NA,NA,NA,NA,NA,NA,3.38547194068689,NA,1,"anba"
"639","anba2i","anba","small",0,11.3519275828169,NA,NA,NA,NA,NA,NA,NA,NA,11.3519275828169,NA,1,"anba"
"640","anba2b","anba","small",0,4.72770559935409,NA,NA,NA,NA,NA,NA,NA,NA,4.72770559935409,NA,1,"anba"
"641","anba1j","anba","small",0,5.08635912758095,NA,NA,NA,NA,NA,NA,NA,NA,5.08635912758095,NA,1,"anba"
"642","anba1a","anba","small",0,6.96113893422136,NA,NA,NA,NA,NA,NA,NA,NA,6.96113893422136,NA,1,"anba"
"643","anba3h","anba","small",0,6.59161711726035,NA,NA,NA,NA,NA,NA,NA,NA,6.59161711726035,NA,1,"anba"
"644","anba1e","anba","small",0,8.60225053307761,NA,NA,NA,NA,NA,NA,NA,NA,8.60225053307761,NA,1,"anba"
"645","anba3i","anba","small",0,4.85269091979678,NA,NA,NA,NA,NA,NA,NA,NA,4.85269091979678,NA,1,"anba"
"646","anba2k","anba","small",0,13.1180245021158,NA,NA,NA,NA,NA,NA,NA,NA,13.1180245021158,NA,1,"anba"
"647","anba3b","anba","small",0,4.82552019796141,NA,NA,NA,NA,NA,NA,NA,NA,4.82552019796141,NA,1,"anba"
"648","anba3l","anba","small",0,5.34176391283341,NA,NA,NA,NA,NA,NA,NA,NA,5.34176391283341,NA,1,"anba"
"649","anba2a","anba","small",0,7.98275807523121,NA,NA,NA,NA,NA,NA,NA,NA,7.98275807523121,NA,1,"anba"
"650","anba3j","anba","small",0,6.16775385662861,NA,NA,NA,NA,NA,NA,NA,NA,6.16775385662861,NA,1,"anba"
"651","anba3d","anba","small",0,5.85257348333834,NA,NA,NA,NA,NA,NA,NA,NA,5.85257348333834,NA,1,"anba"
"652","anba3f","anba","small",0,4.46143252536748,NA,NA,NA,NA,NA,NA,NA,NA,4.46143252536748,NA,1,"anba"
"653","anba2c","anba","small",0,8.70006513168494,NA,NA,NA,NA,NA,NA,NA,NA,8.70006513168494,NA,1,"anba"
"654","anba2e","anba","small",0,12.9984733260402,NA,NA,NA,NA,NA,NA,NA,NA,12.9984733260402,NA,1,"anba"
"655","anba3g","anba","small",0,4.55381297960773,NA,NA,NA,NA,NA,NA,NA,NA,4.55381297960773,NA,1,"anba"
"656","anba2d","anba","small",0,9.9444841917448,NA,NA,NA,NA,NA,NA,NA,NA,9.9444841917448,NA,1,"anba"
"657","anba2l","anba","small",0,11.8464347202206,NA,NA,NA,NA,NA,NA,NA,NA,11.8464347202206,NA,1,"anba"
"658","anba1g","anba","small",0,9.99882563541554,NA,NA,NA,NA,NA,NA,NA,NA,9.99882563541554,NA,1,"anba"
"659","anba3c","anba","small",0,4.24406675068453,NA,NA,NA,NA,NA,NA,NA,NA,4.24406675068453,NA,1,"anba"
"660","anba1c","anba","small",0,5.54826139878221,NA,NA,NA,NA,NA,NA,NA,NA,5.54826139878221,NA,1,"anba"
"661","anba1f","anba","small",0,5.48305166637733,NA,NA,NA,NA,NA,NA,NA,NA,5.48305166637733,NA,1,"anba"
"662","anba1b","anba","small",0,3.11919886670028,NA,NA,NA,NA,NA,NA,NA,NA,3.11919886670028,NA,1,"anba"
