k,t50,ne.aic,ne.r2,mean.k,lower.k,upper.k,alpha,beta,w.t50,w.aic,w.r2,mean1,lower1,upper1,mean2,lower2,upper2,code,species,size
0.23199383183489047,2.9878,-101.80307500962584,0.8375013868300133,0.2313886779819821,0.19176538108390304,0.2756712100533783,1.5994729403627965,3.7250769637790833,2.9623,-115.57346398230884,0.8722870526448878,3.781228990381956,3.204204538068702,4.448434485742436,1.6433284606699559,1.2979640466421083,2.110644106123614,acel,acel,small
0.14974089369657467,4.6290000000000004,-167.9342070226916,0.8780693750830054,0.1492708677442439,0.12732553727822848,0.1731310642258637,1.272269572136161,5.723807118454824,4.2912,-171.692966520151,0.8884738302318804,5.762955961017378,4.902716577777321,6.682372570416173,1.286222245717734,1.0553255346992065,1.5770389363906614,acpa,acpa,small
0.11848458453898955,5.8502,-241.99013342247753,0.8997051535663302,0.11759608687118772,0.10046976533548417,0.1328968157566778,1.7487088573201541,5.789794067324961,4.6951,-306.2374270020537,0.9576339858124282,5.826059392193354,5.387458000979792,6.386181881105955,1.760593845385027,1.5188359848022612,2.0614789200742156,ACPA,acpa,large
0.15293055806328024,4.532500000000001,-136.13897126690725,0.8211011455914492,0.15250975061366007,0.12479680128057595,0.18089809006577678,1.240660978955628,5.697260159192717,4.2401,-137.12837501858002,0.8293546275923274,5.880047978762282,4.671293413834484,7.668396911242056,1.2672582931825873,0.9313715261994766,1.625596339365722,alli,alli,small
0.15525323407529337,4.464700000000001,-154.3526695558188,0.821914525122625,0.15492092463992688,0.12610397880546467,0.18628059078889564,1.5780738169687907,5.109677789542087,4.0507,-167.62984005390626,0.8545552156422297,5.233579817827811,4.380880034558822,6.5202559701093055,1.6116120204364819,1.1390734068910717,2.2574616447404825,ALLI,alli,large
0.3307807453627266,2.0955,-90.99286302810593,0.8651533785874429,0.332834670439452,0.27405361974745407,0.3935873227199169,1.6127586632859345,2.759099848525781,2.1983,-104.10868458774122,0.8929633432455716,2.7833154028036735,2.4248635011145327,3.2545029216065067,1.7572252571859008,1.2476363290320789,2.953255285318098,anba,anba,small
0.33700802766529125,2.0568,-157.65462240967204,0.9210302321638223,0.3355107548523021,0.2941070662398055,0.37719719768672705,1.9702887222935341,2.616384193506447,2.1723,-256.2620896704449,0.9793824930218906,2.6242437369984124,2.483500799969976,2.7877668213398783,1.9854314385134575,1.7383419478465927,2.2653558736449657,ANBA,anba,large
0.24909938261560763,2.7827,-84.52914383778824,0.7985716343857557,0.24897883984085487,0.19197018169863525,0.3094248044853694,1.0712062867874252,3.9076725742521075,2.7754000000000003,-82.67947646094329,0.7994192292344612,4.121550733158354,2.9684333465737245,6.036813176335828,1.1095178655286537,0.7528480445931228,1.5748398543486197,baae,baae,small
0.26198345488754854,2.6458,-112.80019011341872,0.8468281042045138,0.2618354396231354,0.215746547875323,0.30670799341189314,1.9931392046464973,3.1853970657251334,2.6504000000000003,-150.1242550333671,0.9094639332939676,3.149508693134857,2.651310926359251,3.6858629989349083,2.4193741534725017,1.6002672707480246,4.268637102525719,BAAE,baae,large
0.24297516429905028,2.8528000000000002,-124.98570102581138,0.8643825337361937,0.24403730828371206,0.20351278428574837,0.28735954017163373,1.147328830759248,3.931674384512538,2.8566000000000003,-124.33856535669756,0.8672507994419408,4.048287783627092,3.3847556007191097,5.078270009433065,1.1860618081303276,0.8357663439782229,1.6373201325434483,basp,basp,small
0.1559942899401324,4.4435,-84.20917775270547,0.6566644988956452,0.15702460556932635,0.11259629903054162,0.2053838790534907,0.8370591948538284,7.406644573413046,4.7804,-82.98626338876505,0.6613405438140987,7.312353026255122,4.375416456966709,10,0.9154685958065474,0.6733455780870329,1.2887136251945046,cali,cali,small
0.3643766764269222,1.9023,-98.73078072514639,0.8830185923060906,0.36404973459538986,0.3021709896828639,0.4297793294044854,1.3468032766912659,2.590888242700649,1.9737,-103.56112077607645,0.8947239466591183,2.6266828343948263,2.1995788058837724,3.1387906369978293,1.379259192654891,1.0347182156928842,1.8308965499446106,cota,cota,small
0.3127961537347239,2.216,-92.69136314860957,0.8613927696639394,0.31259284495657697,0.25649079965041927,0.3709145126375528,1.823863317699221,2.8431413631096305,2.3256,-120.86920046723975,0.9136809911815904,2.8339661981684423,2.477156516900404,3.1968427885419746,1.9006780205960034,1.5365464384566732,2.368131339066024,eusc,eusc,small
0.20562602223221838,3.371,-230.45495941817472,0.9339550319648635,0.2054657167898161,0.18468494765092092,0.2263567830484873,1.1908007406128913,4.4691906163283175,3.2852,-236.62779170945032,0.9405258851529308,4.489719935338843,3.9501530596205248,5.055211279713777,1.2047194979999831,1.030848382401354,1.3968659304804818,EUSC,eusc,large
0.43796864611570074,1.5827,-123.1182226510567,0.9304507063217186,0.439779899496479,0.38131698326182895,0.5023462055548191,1.4265113875086277,2.217087583919864,1.7148,-137.7542766134169,0.9460512077027475,2.21666232670625,1.9436758900955367,2.5024149663978443,1.4809114618815686,1.210520670846152,1.8515581040388343,eute,eute,small
0.10482772959832452,6.6123,-218.45035132797403,0.8659088606068897,0.1048351698074569,0.09164654548632414,0.11942210070709056,1.1652110262591215,8.225186232522569,6.0054,-219.20330647588102,0.8711482630806654,8.210229899275774,6.5464027320507645,10,1.1932817675096672,0.9780049792303784,1.4693450418370655,EUTE,eute,large
0.20447957322967675,3.3899000000000004,-99.7108229095997,0.7971919032538868,0.2056106958465057,0.16781251317370124,0.24962269208972962,1.2010836424693259,4.493901977939227,3.3121,-99.48826226517582,0.8029632492858749,4.5204411153308905,3.645022426297264,5.492493590710211,1.2425951810897153,0.9287349825014776,1.6606105046311965,excu,excu,small
0.20546828850725168,3.3735,-147.26147180949482,0.9064305757072522,0.20511607614643312,0.1799738124559407,0.23058069457764602,1.6352660103230792,4.031785839919925,3.2223,-189.28172104436567,0.9530622823604705,4.031224366945453,3.6864518037887692,4.399894972743762,1.658472761892215,1.4366992155431981,1.9383127006489493,EXCU,excu,large
0.3361960656461728,2.0618000000000003,-96.21863582232011,0.8799447266370392,0.3356228307583238,0.28022618338776045,0.3939397977388572,1.77330150530964,2.7528102447845417,2.2388,-119.5492364928552,0.9183684168865245,2.746862877901422,2.4072710759003217,3.083590579641985,1.9605809057985861,1.456922396772847,3.516254018228164,hase,hase,small
0.25921517565639607,2.6741,-86.74795265513542,0.8109214090999097,0.26048389119491844,0.204390701555077,0.3178817542671116,1.2105693592748594,3.615514694566865,2.6711,-86.65487040095445,0.8166620763769008,3.7351666635915266,2.844809016610535,5.04175343518919,1.2687038616423287,0.8493172891551084,1.7858566508440321,isan,isan,small
0.2887180814631116,2.4008000000000003,-142.73468652588156,0.9182280832548826,0.2906035802378064,0.25268573801291216,0.335280146304645,1.1361800454483273,3.3530319424844355,2.4286000000000003,-142.74177472382092,0.9208310316596062,3.3842128077093543,2.88402849682968,3.9510042339551235,1.150940819689441,0.9608890140623517,1.359018331992933,jasc,jasc,small
0.17103334111585566,4.0528,-205.0195244541794,0.8775306655623976,0.17087996078878256,0.14688839358427008,0.1973070326296219,1.3201918956933218,5.01323901169063,3.798,-213.35004792240326,0.8919942709020409,4.98888775345256,4.319678503895522,5.701911397769981,1.3490529606891526,1.1309283294377195,1.603376104175856,JASC,jasc,large
0.19765875414215434,3.5068,-72.76213796935784,0.7293786623052199,0.1983482685305293,0.14866640252003846,0.2535673699354283,1.5943860443736504,4.2554161002721935,3.3815,-78.27989823056366,0.7589809263329858,4.462647917023984,3.6265356883821247,6.048551509265689,1.713845059670934,1.0047241213577016,3.0052402517549366,leer,leer,small
0.20083663830206672,3.4513000000000003,-95.29253467976861,0.7769997545719136,0.20193958406377863,0.15675081501458837,0.2513590148069693,1.082641522091223,4.783247563594955,3.4096,-93.4837153278108,0.7780755158851484,5.147791684987255,3.5823698374292228,7.864161262697886,1.0938380619113182,0.7316018758108006,1.5347038993744777,lepa,lepa,small
0.1411289879146341,4.9115,-104.67983026422219,0.7036435697906003,0.1415697412148103,0.10441063138076381,0.183458966011473,1.145893869285106,6.399309049890373,4.647600000000001,-103.34132303178345,0.7070472349241853,6.653006466533845,4.333701501450695,10,1.2231914904554089,0.8508280771364133,1.8300305437807114,LEPA,lepa,large
0.23630426997684223,2.9333,-128.2374711269699,0.8706817264945717,0.2366823352246965,0.19877499650227634,0.2771126418732867,1.0412740171327377,4.157146713431724,2.9237,-126.25286369207103,0.8709707752702556,4.218575832043537,3.441164884135576,5.139136835322006,1.0499684053603955,0.8530415475306722,1.2662039132934497,mede,mede,small
0.18028307536215266,3.8448,-192.6800464071288,0.8915818218263489,0.17972748552664133,0.15428692791309825,0.20583142801516155,1.4522800193279428,4.6295145878139135,3.597,-211.67440096310312,0.9172800455329521,4.6595791652286715,4.145017232986056,5.254770736284243,1.4672919573477707,1.2668272644613086,1.69697202141894,MEDE,mede,large
0.33417340211260554,2.0743,-118.27482925074015,0.9139293021675298,0.3353539985256909,0.2879876344439247,0.3848512147778368,1.32867080485495,2.8581768332526667,2.1692,-125.80997072072701,0.926176004223499,2.8791172454210368,2.539459441794082,3.2944269672281234,1.3475299772947544,1.0925438002061176,1.6260568421482982,olst,olst,small
0.27412746376385233,2.5286,-114.50872319277177,0.8811288995564506,0.27397420786387044,0.23098264188480822,0.32001911392024063,1.4769693369158587,3.327715066852336,2.5965000000000003,-126.11133387730679,0.9034558398879025,3.3608981087891556,2.926885575626632,3.909137888748143,1.4988049813387454,1.1875851299079525,1.8861015129509549,peli,peli,small
0.17401578532861517,3.9833000000000003,-137.34648339523693,0.8484124894707943,0.17389790167489722,0.1474573510458498,0.20304779800485462,1.2878054583710454,5.031269511780946,3.7851000000000004,-139.80954826805436,0.8585987127241302,5.218003418481341,4.252203411448255,6.689220140537557,1.301301727825686,0.9209266196576169,1.7373725048469608,PELI,peli,large
0.31000309959251576,2.236,-68.46214070774148,0.7933666469864011,0.3132143755149122,0.2413218255316217,0.39345860640274816,1.05901344149505,3.1761597222057376,2.247,-66.49733502424742,0.7938768716078162,3.2986698188513843,2.4198667724214107,4.686875931558206,1.094086929913792,0.7516793068109998,1.4759350504523219,penu,penu,small
0.2402927343137223,2.8846000000000003,-99.6456814666882,0.8351088562089883,0.2410546101095235,0.19696459022066204,0.28515485367343507,1.4032048453987176,3.736242927755329,2.8774,-105.52301012200884,0.853943574376828,3.8302933670864268,3.183986898424494,4.793177776323224,1.4499445476995856,1.0016178371211275,2.0100674357451096,pepu,pepu,small
0.23220801116603776,2.9851,-120.42909008555186,0.8627603198907168,0.23156937457871335,0.1946366286004962,0.27052684008055106,1.4460464106498758,3.7617722475731425,2.9196,-132.62909559503217,0.8888276599698829,3.7997675942735643,3.187931006859165,4.49269206017536,1.4852025037807104,1.187327013882695,1.84707532464517,PEPU,pepu,large
0.37111228872065455,1.8678000000000001,-103.61858953092289,0.9037223673041513,0.3707295250473184,0.32071680510251815,0.425107948618867,2.248842587425739,2.4496982182598313,2.0813,-174.20346408995758,0.9680067109036448,2.461671398761446,2.2995453223016513,2.6998817447305905,2.3130179850024732,1.794216883379208,3.064606370749599,ripi,ripi,small
