"","community","codeStem","mean","se","n","upper","lower","size","time13","time25","time37","time59","time7"
"238","patho","eute3",13,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"239","patho","EUTE3",6,NA,1,NA,NA,"large",0.0504145972954337,0.00691310008333362,NA,0.198876860472495,0.00908738235592671
"240","patho","excu1",5,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"241","patho","EXCU1",9,NA,1,NA,NA,"large",0.0371261565888166,0.0337827171326814,-0.154788849982868,0.0369093741705892,0.0138872766756207
"242","patho","excu2",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"243","patho","EXCU2",13,NA,1,NA,NA,"large",0.00910086402500308,0.0323737308485944,-0.12119589855132,-0.152794925258833,-0.0184819451891311
"244","patho","excu3",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"245","patho","EXCU3",17,NA,1,NA,NA,"large",-0.00240478803731276,-0.0734062006627938,-0.168589575424671,-0.042748697353395,0.0162471010376652
"246","patho","jasc1",9,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"247","patho","JASC1",6,NA,1,NA,NA,"large",-0.0318487394318747,0.0064096903233504,-0.169518095363166,0.143519616483413,0.0325371441059933
"248","patho","jasc2",4,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"249","patho","JASC2",6,NA,1,NA,NA,"large",-0.0169790394415684,-0.0391908976657744,0.117533056144285,0.146883756299803,0.00563532379339641
"250","patho","jasc3",7,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"251","patho","JASC3",4,NA,1,NA,NA,"large",0.111144917722245,0.0566525323998787,0.0493806149633427,0.172633708926653,0.081512811723333
"252","patho","LEPA1",10,NA,1,NA,NA,"large",-0.0164864206767371,0.0613324848049549,0.185477450864062,0.0747037995508136,0.0283340078313151
"253","patho","lepa2",7,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"254","patho","LEPA2",5,NA,1,NA,NA,"large",0.00197957420680297,0.0459545111260065,-0.0521884936359672,0.103110560960562,0.0253058553223096
"255","patho","lepa3",2,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"256","patho","LEPA3",3,NA,1,NA,NA,"large",0.0744164110769422,-0.0885742009755902,0.067811968603679,0.415073957064125,0.0741135419442596
"257","patho","LEPA4",4,NA,1,NA,NA,"large",-0.00784010758731821,NA,0.176964581495046,-0.252497603682582,-0.0455273051969241
"258","patho","mede1",3,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"259","patho","MEDE1",7,NA,1,NA,NA,"large",-0.0277283620258118,0.0451360598842972,-0.0370586505760847,-0.0781941879665144,-0.045046737765563
"260","patho","mede2",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"261","patho","MEDE2",5,NA,1,NA,NA,"large",-0.0174045295871941,NA,-0.214048966771823,-0.0022392982648119,-0.0131036962272891
"262","patho","mede3",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"263","patho","MEDE3",8,NA,1,NA,NA,"large",0.0532675793328364,-0.0257598288921611,0.090266069064659,-0.144020728703421,0.0141831122971813
"264","patho","peli1",2,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"265","patho","PELI1",3,NA,1,NA,NA,"large",-0.0268238468376295,0.0883851058119847,-0.0882004754138279,-0.10026013961294,-0.0635663459819557
"266","patho","peli2",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"267","patho","PELI2",7,NA,1,NA,NA,"large",NA,-0.155691172366064,NA,-0.255791099793412,-0.140670194566127
"268","patho","peli3",9,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"269","patho","PELI3",5,NA,1,NA,NA,"large",-0.0388345175754374,NA,0.0333553160213016,0.0598506537242653,-0.0265184436673853
"270","patho","pepu1",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"271","patho","PEPU1",5,NA,1,NA,NA,"large",-0.0219507812516982,0.0877641739349737,0.106970016044298,-0.0482304019932278,-0.0103238546876922
"272","patho","pepu2",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"273","patho","PEPU2",8,NA,1,NA,NA,"large",0.0169490743675246,0.0530869724275199,-0.131289432298368,0.0616245912877043,0.0266389044718604
"274","patho","pepu3",4,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"275","patho","PEPU3",6,NA,1,NA,NA,"large",0.0261753326358087,-0.106991862210042,-0.131067051275377,0.107463535872913,0.00616611368182022
"276","patho",NA,10.5833333333333,0.791196602300631,36,11.374529935634,9.7921367310327,"small",NA,NA,NA,NA,NA
"277","sapro","acpa1",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"278","sapro","ACPA1",8,NA,1,NA,NA,"large",-0.00138679819732471,-0.00344590702296178,0.151742582609904,0.0204441406232944,0.0240617118222821
"279","sapro","acpa3",5,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"280","sapro","ACPA3",8,NA,1,NA,NA,"large",-0.0246350956716952,0.0300286126154735,0.0852883764182221,0.0330306083426673,-0.028687944393657
"281","sapro","acpa4",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"282","sapro","ACPA4",6,NA,1,NA,NA,"large",0.0352073906636932,1.41249191091327e-06,0.226373160096887,0.0963719647315434,0.0519355937493095
"283","sapro","alli1",7,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"284","sapro","ALLI1",12,NA,1,NA,NA,"large",-0.0196621438179702,0.156384978829923,0.178553120266486,0.0332637005191792,0.0271474751415853
"285","sapro","alli2",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"286","sapro","ALLI2",7,NA,1,NA,NA,"large",-0.0803598680245759,-0.0725674821661687,-0.132818186088387,-0.204997625597132,-0.00429839259478385
"287","sapro","alli3",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"288","sapro","ALLI3",11,NA,1,NA,NA,"large",0.0712828166832786,0.174620955360667,0.218197071381413,0.168188779506885,0.070861565483158
"289","sapro","ANBA1",7,NA,1,NA,NA,"large",-0.0290296042837986,-0.143146130375669,-0.146151203959608,-0.200971706433762,-0.00895966880536467
"290","sapro","anba2",13,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"291","sapro","ANBA2",7,NA,1,NA,NA,"large",-0.0689161119052862,-0.161435973832984,-0.229646913899067,-0.193062651016472,-0.0688911797410354
"292","sapro","anba3",11,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"293","sapro","ANBA3",10,NA,1,NA,NA,"large",-0.00384502148788092,-0.119618910303217,-0.285414307324452,NA,0.0230939856843784
"294","sapro","baae1",8,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"295","sapro","BAAE1",5,NA,1,NA,NA,"large",-0.0304566973492626,-0.0136782385665855,NA,-0.103729738297594,-0.0497801083891046
"296","sapro","baae2",3,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"297","sapro","BAAE2",3,NA,1,NA,NA,"large",-0.0611885672623495,-0.0106367063473712,-0.2925095061621,-0.285296515263506,-0.039814543310898
"298","sapro","baae3",11,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"299","sapro","BAAE3",16,NA,1,NA,NA,"large",0.0669300803363335,0.136856580807527,0.0431748425436608,-0.104737829006188,0.0597796802679592
"300","sapro","EUSC1",10,NA,1,NA,NA,"large",-0.0103093312475058,-0.0644977423027906,0.0165088750410433,-0.0580872595783388,0.0318452186181509
"301","sapro","EUSC2",6,NA,1,NA,NA,"large",0.0210028761677434,-0.0233872748683022,0.0765059992830461,0.147665661189599,-0.0119398606324432
"302","sapro","EUSC3",2,NA,1,NA,NA,"large",-0.0412911873500331,-0.0134152186208497,0.121533934069521,0.113841300025697,-0.00773448316414358
"303","sapro","eute1",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"304","sapro","EUTE1",7,NA,1,NA,NA,"large",0.00438388794780288,-0.0355508416420464,0.27572240224673,-0.0578726467732574,-0.0154809709851758
"305","sapro","eute2",7,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"306","sapro","EUTE2",5,NA,1,NA,NA,"large",NA,0.135310969938294,0.1331261695695,0.152076484843188,-0.023548130708831
"307","sapro","eute3",11,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"308","sapro","EUTE3",5,NA,1,NA,NA,"large",0.0504145972954337,0.00691310008333362,NA,0.198876860472495,0.00908738235592671
"309","sapro","excu1",3,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"310","sapro","EXCU1",7,NA,1,NA,NA,"large",0.0371261565888166,0.0337827171326814,-0.154788849982868,0.0369093741705892,0.0138872766756207
"311","sapro","excu2",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"312","sapro","EXCU2",14,NA,1,NA,NA,"large",0.00910086402500308,0.0323737308485944,-0.12119589855132,-0.152794925258833,-0.0184819451891311
"313","sapro","excu3",7,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"314","sapro","EXCU3",16,NA,1,NA,NA,"large",-0.00240478803731276,-0.0734062006627938,-0.168589575424671,-0.042748697353395,0.0162471010376652
"315","sapro","jasc1",8,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"316","sapro","JASC1",4,NA,1,NA,NA,"large",-0.0318487394318747,0.0064096903233504,-0.169518095363166,0.143519616483413,0.0325371441059933
"317","sapro","jasc2",3,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"318","sapro","JASC2",4,NA,1,NA,NA,"large",-0.0169790394415684,-0.0391908976657744,0.117533056144285,0.146883756299803,0.00563532379339641
"319","sapro","jasc3",8,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"320","sapro","JASC3",5,NA,1,NA,NA,"large",0.111144917722245,0.0566525323998787,0.0493806149633427,0.172633708926653,0.081512811723333
"321","sapro","LEPA1",9,NA,1,NA,NA,"large",-0.0164864206767371,0.0613324848049549,0.185477450864062,0.0747037995508136,0.0283340078313151
"322","sapro","lepa2",8,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"323","sapro","LEPA2",7,NA,1,NA,NA,"large",0.00197957420680297,0.0459545111260065,-0.0521884936359672,0.103110560960562,0.0253058553223096
"324","sapro","lepa3",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"325","sapro","LEPA3",5,NA,1,NA,NA,"large",0.0744164110769422,-0.0885742009755902,0.067811968603679,0.415073957064125,0.0741135419442596
"326","sapro","LEPA4",6,NA,1,NA,NA,"large",-0.00784010758731821,NA,0.176964581495046,-0.252497603682582,-0.0455273051969241
"327","sapro","mede1",6,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"328","sapro","MEDE1",7,NA,1,NA,NA,"large",-0.0277283620258118,0.0451360598842972,-0.0370586505760847,-0.0781941879665144,-0.045046737765563
"329","sapro","mede2",16,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"330","sapro","MEDE2",5,NA,1,NA,NA,"large",-0.0174045295871941,NA,-0.214048966771823,-0.0022392982648119,-0.0131036962272891
"331","sapro","mede3",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"332","sapro","MEDE3",9,NA,1,NA,NA,"large",0.0532675793328364,-0.0257598288921611,0.090266069064659,-0.144020728703421,0.0141831122971813
"333","sapro","peli1",4,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"334","sapro","PELI1",5,NA,1,NA,NA,"large",-0.0268238468376295,0.0883851058119847,-0.0882004754138279,-0.10026013961294,-0.0635663459819557
"335","sapro","peli2",9,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"336","sapro","PELI2",5,NA,1,NA,NA,"large",NA,-0.155691172366064,NA,-0.255791099793412,-0.140670194566127
"337","sapro","peli3",12,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"338","sapro","PELI3",9,NA,1,NA,NA,"large",-0.0388345175754374,NA,0.0333553160213016,0.0598506537242653,-0.0265184436673853
"339","sapro","pepu1",14,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"340","sapro","PEPU1",4,NA,1,NA,NA,"large",-0.0219507812516982,0.0877641739349737,0.106970016044298,-0.0482304019932278,-0.0103238546876922
"341","sapro","pepu2",10,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"342","sapro","PEPU2",10,NA,1,NA,NA,"large",0.0169490743675246,0.0530869724275199,-0.131289432298368,0.0616245912877043,0.0266389044718604
"343","sapro","pepu3",9,NA,1,NA,NA,"small",NA,NA,NA,NA,NA
"344","sapro","PEPU3",5,NA,1,NA,NA,"large",0.0261753326358087,-0.106991862210042,-0.131067051275377,0.107463535872913,0.00616611368182022
"345","sapro",NA,11.6666666666667,0.754878314592008,36,12.4215449812587,10.9117883520747,"small",NA,NA,NA,NA,NA
